Web Search interest: ubuntu
Worldwide; 2004 - present

Interest over time
Week,ubuntu
2007-02-04 - 2007-02-10,-28%,+583%
2007-02-11 - 2007-02-17,-30%,+500%
2007-02-18 - 2007-02-24,-32%,+583%
2007-02-25 - 2007-03-03,-32%,+700%
2007-03-04 - 2007-03-10,-30%,+717%
2007-03-11 - 2007-03-17,-28%,+667%
2007-03-18 - 2007-03-24,-30%,+617%
2007-03-25 - 2007-03-31,-31%,+683%
2007-04-01 - 2007-04-07,-32%,+683%
2007-04-08 - 2007-04-14,-33%,+650%
2007-04-15 - 2007-04-21,-31%,+750%
2007-04-22 - 2007-04-28,-32%,+850%
2007-04-29 - 2007-05-05,-36%,+783%
2007-05-06 - 2007-05-12,-32%,+733%
2007-05-13 - 2007-05-19,-31%,+717%
2007-05-20 - 2007-05-26,-31%,+683%
2007-05-27 - 2007-06-02,-30%,+733%
2007-06-03 - 2007-06-09,-30%,+700%
2007-06-10 - 2007-06-16,-33%,+783%
2007-06-17 - 2007-06-23,-33%,+667%
2007-06-24 - 2007-06-30,-32%,+617%
2007-07-01 - 2007-07-07,-33%,+600%
2007-07-08 - 2007-07-14,-33%,+633%
2007-07-15 - 2007-07-21,-34%,+700%
2007-07-22 - 2007-07-28,-35%,+650%
2007-07-29 - 2007-08-04,-36%,+750%
2007-08-05 - 2007-08-11,-35%,+667%
2007-08-12 - 2007-08-18,-39%,+650%
2007-08-19 - 2007-08-25,-36%,+650%
2007-08-26 - 2007-09-01,-36%,+667%
2007-09-02 - 2007-09-08,-36%,+667%
2007-09-09 - 2007-09-15,-36%,+600%
2007-09-16 - 2007-09-22,-35%,+650%
2007-09-23 - 2007-09-29,-35%,+717%
2007-09-30 - 2007-10-06,-36%,+767%
2007-10-07 - 2007-10-13,-34%,+733%
2007-10-14 - 2007-10-20,-34%,+850%
2007-10-21 - 2007-10-27,-34%,+1,000%
2007-10-28 - 2007-11-03,-34%,+933%
2007-11-04 - 2007-11-10,-35%,+883%
2007-11-11 - 2007-11-17,-34%,+850%
2007-11-18 - 2007-11-24,-31%,+950%
2007-11-25 - 2007-12-01,-26%,+917%
2007-12-02 - 2007-12-08,-30%,+900%
2007-12-09 - 2007-12-15,-37%,+683%
2007-12-16 - 2007-12-22,-40%,+783%
2007-12-23 - 2007-12-29,-50%,+583%
2007-12-30 - 2008-01-05,-51%,+583%
2008-01-06 - 2008-01-12,-40%,+650%
2008-01-13 - 2008-01-19,-41%,+650%
2008-01-20 - 2008-01-26,-40%,+667%
2008-01-27 - 2008-02-02,-41%,+600%
2008-02-03 - 2008-02-09,-41%,+633%
2008-02-10 - 2008-02-16,-41%,+600%
2008-02-17 - 2008-02-23,-37%,+667%
2008-02-24 - 2008-03-01,-37%,+683%
2008-03-02 - 2008-03-08,-40%,+667%
2008-03-09 - 2008-03-15,-39%,+700%
2008-03-16 - 2008-03-22,-41%,+750%
2008-03-23 - 2008-03-29,-42%,+667%
2008-03-30 - 2008-04-05,-40%,+700%
2008-04-06 - 2008-04-12,-39%,+733%
2008-04-13 - 2008-04-19,-39%,+700%
2008-04-20 - 2008-04-26,-37%,+850%
2008-04-27 - 2008-05-03,-44%,+833%
2008-05-04 - 2008-05-10,-42%,+833%
2008-05-11 - 2008-05-17,-41%,+800%
2008-05-18 - 2008-05-24,-41%,+783%
2008-05-25 - 2008-05-31,-41%,+700%
2008-06-01 - 2008-06-07,-43%,+733%
2008-06-08 - 2008-06-14,-42%,+717%
2008-06-15 - 2008-06-21,-41%,+650%
2008-06-22 - 2008-06-28,-43%,+667%
2008-06-29 - 2008-07-05,-42%,+667%
2008-07-06 - 2008-07-12,-42%,+667%
2008-07-13 - 2008-07-19,-42%,+667%
2008-07-20 - 2008-07-26,-44%,+683%
2008-07-27 - 2008-08-02,-44%,+650%
2008-08-03 - 2008-08-09,-45%,+717%
2008-08-10 - 2008-08-16,-47%,+683%
2008-08-17 - 2008-08-23,-45%,+700%
2008-08-24 - 2008-08-30,-44%,+700%
2008-08-31 - 2008-09-06,-45%,+767%
2008-09-07 - 2008-09-13,-43%,+750%
2008-09-14 - 2008-09-20,-44%,+750%
2008-09-21 - 2008-09-27,-42%,+700%
2008-09-28 - 2008-10-04,-47%,+700%
2008-10-05 - 2008-10-11,-44%,+750%
2008-10-12 - 2008-10-18,-43%,+767%
2008-10-19 - 2008-10-25,-43%,+800%
2008-10-26 - 2008-11-01,-43%,+850%
2008-11-02 - 2008-11-08,-43%,+950%
2008-11-09 - 2008-11-15,-43%,+817%
2008-11-16 - 2008-11-22,-43%,+783%
2008-11-23 - 2008-11-29,-47%,+817%
2008-11-30 - 2008-12-06,-43%,+750%
2008-12-07 - 2008-12-13,-45%,+700%
2008-12-14 - 2008-12-20,-48%,+667%
2008-12-21 - 2008-12-27,-53%,+617%
2008-12-28 - 2009-01-03,-58%,+550%
2009-01-04 - 2009-01-10,-43%,+700%
2009-01-11 - 2009-01-17,-41%,+667%
2009-01-18 - 2009-01-24,-44%,+783%
2009-01-25 - 2009-01-31,-47%,+717%
2009-02-01 - 2009-02-07,-44%,+733%
2009-02-08 - 2009-02-14,-44%,+800%
2009-02-15 - 2009-02-21,-42%,+750%
2009-02-22 - 2009-02-28,-43%,+767%
2009-03-01 - 2009-03-07,-43%,+750%
2009-03-08 - 2009-03-14,-43%,+767%
2009-03-15 - 2009-03-21,-43%,+800%
2009-03-22 - 2009-03-28,-43%,+733%
2009-03-29 - 2009-04-04,-43%,+750%
2009-04-05 - 2009-04-11,-45%,+750%
2009-04-12 - 2009-04-18,-44%,+733%
2009-04-19 - 2009-04-25,-44%,+800%
2009-04-26 - 2009-05-02,-47%,+950%
2009-05-03 - 2009-05-09,-45%,+883%
2009-05-10 - 2009-05-16,-43%,+817%
2009-05-17 - 2009-05-23,-44%,+683%
2009-05-24 - 2009-05-30,-48%,+750%
2009-05-31 - 2009-06-06,-45%,+750%
2009-06-07 - 2009-06-13,-45%,+717%
2009-06-14 - 2009-06-20,-45%,+683%
2009-06-21 - 2009-06-27,-48%,+683%
2009-06-28 - 2009-07-04,-50%,+700%
2009-07-05 - 2009-07-11,-48%,+667%
2009-07-12 - 2009-07-18,-47%,+700%
2009-07-19 - 2009-07-25,-49%,+700%
2009-07-26 - 2009-08-01,-48%,+733%
2009-08-02 - 2009-08-08,-48%,+683%
2009-08-09 - 2009-08-15,-49%,+667%
2009-08-16 - 2009-08-22,-47%,+767%
2009-08-23 - 2009-08-29,-48%,+750%
2009-08-30 - 2009-09-05,-47%,+717%
2009-09-06 - 2009-09-12,-48%,+750%
2009-09-13 - 2009-09-19,-48%,+800%
2009-09-20 - 2009-09-26,-49%,+717%
2009-09-27 - 2009-10-03,-50%,+783%
2009-10-04 - 2009-10-10,-47%,+833%
2009-10-11 - 2009-10-17,-48%,+917%
2009-10-18 - 2009-10-24,-40%,+967%
2009-10-25 - 2009-10-31,-40%,+1,550%
2009-11-01 - 2009-11-07,-43%,+1,567%
2009-11-08 - 2009-11-14,-44%,+1,200%
2009-11-15 - 2009-11-21,-44%,+1,150%
2009-11-22 - 2009-11-28,-47%,+1,083%
2009-11-29 - 2009-12-05,-48%,+1,017%
2009-12-06 - 2009-12-12,-47%,+850%
2009-12-13 - 2009-12-19,-49%,+917%
2009-12-20 - 2009-12-26,-53%,+817%
2009-12-27 - 2010-01-02,-58%,+883%
2010-01-03 - 2010-01-09,-52%,+817%
2010-01-10 - 2010-01-16,-49%,+850%
2010-01-17 - 2010-01-23,-48%,+917%
2010-01-24 - 2010-01-30,-48%,+867%
2010-01-31 - 2010-02-06,-48%,+833%
2010-02-07 - 2010-02-13,-49%,+867%
2010-02-14 - 2010-02-20,-49%,+900%
2010-02-21 - 2010-02-27,-47%,+867%
2010-02-28 - 2010-03-06,-47%,+933%
2010-03-07 - 2010-03-13,-48%,+933%
2010-03-14 - 2010-03-20,-49%,+950%
2010-03-21 - 2010-03-27,-48%,+900%
2010-03-28 - 2010-04-03,-50%,+867%
2010-04-04 - 2010-04-10,-49%,+933%
2010-04-11 - 2010-04-17,-47%,+933%
2010-04-18 - 2010-04-24,-48%,+900%
2010-04-25 - 2010-05-01,-49%,+1,050%
2010-05-02 - 2010-05-08,-50%,+1,100%
2010-05-09 - 2010-05-15,-48%,+1,067%
2010-05-16 - 2010-05-22,-48%,+1,017%
2010-05-23 - 2010-05-29,-51%,+917%
2010-05-30 - 2010-06-05,-49%,+833%
2010-06-06 - 2010-06-12,-49%,+883%
2010-06-13 - 2010-06-19,-50%,+850%
2010-06-20 - 2010-06-26,-50%,+783%
2010-06-27 - 2010-07-03,-53%,+733%
2010-07-04 - 2010-07-10,-55%,+733%
2010-07-11 - 2010-07-17,-55%,+750%
2010-07-18 - 2010-07-24,-52%,+717%
2010-07-25 - 2010-07-31,-53%,+733%
2010-08-01 - 2010-08-07,-53%,+750%
2010-08-08 - 2010-08-14,-53%,+733%
2010-08-15 - 2010-08-21,-53%,+750%
2010-08-22 - 2010-08-28,-53%,+800%
2010-08-29 - 2010-09-04,-53%,+767%
2010-09-05 - 2010-09-11,-53%,+733%
2010-09-12 - 2010-09-18,-53%,+717%
2010-09-19 - 2010-09-25,-53%,+767%
2010-09-26 - 2010-10-02,-51%,+750%
2010-10-03 - 2010-10-09,-51%,+817%
2010-10-10 - 2010-10-16,-51%,+983%
2010-10-17 - 2010-10-23,-51%,+967%
2010-10-24 - 2010-10-30,-51%,+867%
2010-10-31 - 2010-11-06,-53%,+867%
2010-11-07 - 2010-11-13,-52%,+900%
2010-11-14 - 2010-11-20,-52%,+783%
2010-11-21 - 2010-11-27,-53%,+783%
2010-11-28 - 2010-12-04,-55%,+750%
2010-12-05 - 2010-12-11,-53%,+717%
2010-12-12 - 2010-12-18,-53%,+700%
2010-12-19 - 2010-12-25,-58%,+700%
2010-12-26 - 2011-01-01,-61%,+667%
2011-01-02 - 2011-01-08,-57%,+683%
2011-01-09 - 2011-01-15,-55%,+750%
2011-01-16 - 2011-01-22,-52%,+717%
2011-01-23 - 2011-01-29,-53%,+717%
2011-01-30 - 2011-02-05,-56%,+733%
2011-02-06 - 2011-02-12,-52%,+750%
2011-02-13 - 2011-02-19,-53%,+717%
2011-02-20 - 2011-02-26,-55%,+767%
2011-02-27 - 2011-03-05,-53%,+717%
2011-03-06 - 2011-03-12,-55%,+683%
2011-03-13 - 2011-03-19,-55%,+700%
2011-03-20 - 2011-03-26,-55%,+733%
2011-03-27 - 2011-04-02,-53%,+817%
2011-04-03 - 2011-04-09,-53%,+817%
2011-04-10 - 2011-04-16,-51%,+767%
2011-04-17 - 2011-04-23,-55%,+767%
2011-04-24 - 2011-04-30,-56%,+800%
2011-05-01 - 2011-05-07,-57%,+800%
2011-05-08 - 2011-05-14,-55%,+800%
2011-05-15 - 2011-05-21,-55%,+717%
2011-05-22 - 2011-05-28,-53%,+767%
2011-05-29 - 2011-06-04,-56%,+700%
2011-06-05 - 2011-06-11,-56%,+683%
2011-06-12 - 2011-06-18,-55%,+700%
2011-06-19 - 2011-06-25,-55%,+717%
2011-06-26 - 2011-07-02,-57%,+650%
2011-07-03 - 2011-07-09,-58%,+650%
2011-07-10 - 2011-07-16,-56%,+633%
2011-07-17 - 2011-07-23,-57%,+633%
2011-07-24 - 2011-07-30,-56%,+667%
2011-07-31 - 2011-08-06,-58%,+650%
2011-08-07 - 2011-08-13,-57%,+633%
2011-08-14 - 2011-08-20,-58%,+617%
2011-08-21 - 2011-08-27,-57%,+650%
2011-08-28 - 2011-09-03,-58%,+633%
2011-09-04 - 2011-09-10,-59%,+650%
2011-09-11 - 2011-09-17,-55%,+650%
2011-09-18 - 2011-09-24,-56%,+650%
2011-09-25 - 2011-10-01,-56%,+667%
2011-10-02 - 2011-10-08,-58%,+667%
2011-10-09 - 2011-10-15,-56%,+783%
2011-10-16 - 2011-10-22,-55%,+883%
2011-10-23 - 2011-10-29,-56%,+833%
2011-10-30 - 2011-11-05,-57%,+750%
2011-11-06 - 2011-11-12,-56%,+717%
2011-11-13 - 2011-11-19,-57%,+683%
2011-11-20 - 2011-11-26,-57%,+700%
2011-11-27 - 2011-12-03,-57%,+667%
2011-12-04 - 2011-12-10,-57%,+617%
2011-12-11 - 2011-12-17,-56%,+600%
2011-12-18 - 2011-12-24,-60%,+533%
2011-12-25 - 2011-12-31,-65%,+500%
2012-01-01 - 2012-01-07,-61%,+550%
2012-01-08 - 2012-01-14,-59%,+600%
2012-01-15 - 2012-01-21,-59%,+583%
2012-01-22 - 2012-01-28,-59%,+583%
2012-01-29 - 2012-02-04,-58%,+583%
2012-02-05 - 2012-02-11,-58%,+617%
2012-02-12 - 2012-02-18,-57%,+633%
2012-02-19 - 2012-02-25,-57%,+633%
2012-02-26 - 2012-03-03,-58%,+650%
2012-03-04 - 2012-03-10,-57%,+683%
2012-03-11 - 2012-03-17,-57%,+600%
2012-03-18 - 2012-03-24,-58%,+683%
2012-03-25 - 2012-03-31,-57%,+650%
2012-04-01 - 2012-04-07,-59%,+617%
2012-04-08 - 2012-04-14,-58%,+650%
2012-04-15 - 2012-04-21,-57%,+650%
2012-04-22 - 2012-04-28,-58%,+733%
2012-04-29 - 2012-05-05,-60%,+700%
2012-05-06 - 2012-05-12,-58%,+733%
2012-05-13 - 2012-05-19,-58%,+733%
2012-05-20 - 2012-05-26,-56%,+700%
2012-05-27 - 2012-06-02,-59%,+650%
2012-06-03 - 2012-06-09,-58%,+650%
2012-06-10 - 2012-06-16,-59%,+617%
2012-06-17 - 2012-06-23,-59%,+600%
2012-06-24 - 2012-06-30,-59%,+617%
2012-07-01 - 2012-07-07,-61%,+583%
2012-07-08 - 2012-07-14,-60%,+600%
2012-07-15 - 2012-07-21,-61%,+567%
2012-07-22 - 2012-07-28,-60%,+567%
2012-07-29 - 2012-08-04,-61%,+550%
2012-08-05 - 2012-08-11,-60%,+533%
2012-08-12 - 2012-08-18,-62%,+600%
2012-08-19 - 2012-08-25,-60%,+550%
2012-08-26 - 2012-09-01,-60%,+600%
2012-09-02 - 2012-09-08,-59%,+600%
2012-09-09 - 2012-09-15,-58%,+633%
2012-09-16 - 2012-09-22,-58%,+667%
2012-09-23 - 2012-09-29,-59%,+667%
2012-09-30 - 2012-10-06,-59%,+617%
2012-10-07 - 2012-10-13,-59%,+667%
2012-10-14 - 2012-10-20,-60%,+667%
2012-10-21 - 2012-10-27,-59%,+700%
2012-10-28 - 2012-11-03,-60%,+617%
2012-11-04 - 2012-11-10,-59%,+650%
2012-11-11 - 2012-11-17,-60%,+583%
2012-11-18 - 2012-11-24,-61%,+583%
2012-11-25 - 2012-12-01,-60%,+550%
2012-12-02 - 2012-12-08,-60%,+550%
2012-12-09 - 2012-12-15,-60%,+517%
2012-12-16 - 2012-12-22,-62%,+483%
2012-12-23 - 2012-12-29,-69%,+400%
2012-12-30 - 2013-01-05,-68%,+483%
2013-01-06 - 2013-01-12,-61%,+567%
2013-01-13 - 2013-01-19,-59%,+567%
2013-01-20 - 2013-01-26,-59%,+583%
2013-01-27 - 2013-02-02,-60%,+583%
2013-02-03 - 2013-02-09,-60%,+567%
2013-02-10 - 2013-02-16,-61%,+583%
2013-02-17 - 2013-02-23,-60%,+617%
2013-02-24 - 2013-03-02,-60%,+550%
2013-03-03 - 2013-03-09,-59%,+617%
2013-03-10 - 2013-03-16,-60%,+583%
2013-03-17 - 2013-03-23,-59%,+550%
2013-03-24 - 2013-03-30,-62%,+583%
2013-03-31 - 2013-04-06,-61%,+533%
2013-04-07 - 2013-04-13,-60%,+600%
2013-04-14 - 2013-04-20,-60%,+550%
2013-04-21 - 2013-04-27,-60%,+567%
2013-04-28 - 2013-05-04,-64%,+583%
2013-05-05 - 2013-05-11,-62%,+550%
2013-05-12 - 2013-05-18,-60%,+550%
2013-05-19 - 2013-05-25,-61%,+517%
2013-05-26 - 2013-06-01,-62%,+517%
2013-06-02 - 2013-06-08,-60%,+517%
2013-06-09 - 2013-06-15,-61%,+517%
2013-06-16 - 2013-06-22,-61%,+517%
2013-06-23 - 2013-06-29,-61%,+500%
2013-06-30 - 2013-07-06,-62%,+517%
2013-07-07 - 2013-07-13,-62%,+500%
2013-07-14 - 2013-07-20,-64%,+483%
2013-07-21 - 2013-07-27,-64%,+483%
2013-07-28 - 2013-08-03,-64%,+467%
2013-08-04 - 2013-08-10,-65%,+483%
2013-08-11 - 2013-08-17,-64%,+467%
2013-08-18 - 2013-08-24,-64%,+500%
2013-08-25 - 2013-08-31,-62%,+500%
2013-09-01 - 2013-09-07,-62%,+517%
2013-09-08 - 2013-09-14,-61%,+550%
2013-09-15 - 2013-09-21,-62%,+500%
2013-09-22 - 2013-09-28,-61%,+533%
2013-09-29 - 2013-10-05,-61%,+517%
2013-10-06 - 2013-10-12,-60%,+567%
2013-10-13 - 2013-10-19,-60%,+617%
2013-10-20 - 2013-10-26,-61%,+633%
2013-10-27 - 2013-11-02,-62%,+567%
2013-11-03 - 2013-11-09,-61%,+533%
2013-11-10 - 2013-11-16,-60%,+583%
2013-11-17 - 2013-11-23,-60%,+567%
2013-11-24 - 2013-11-30,-62%,+533%
2013-12-01 - 2013-12-07,-62%,+517%
2013-12-08 - 2013-12-14,-61%,+500%
2013-12-15 - 2013-12-21,-64%,+500%
2013-12-22 - 2013-12-28,-69%,+417%
2013-12-29 - 2014-01-04,-70%,+417%
2014-01-05 - 2014-01-11,-64%,+500%
2014-01-12 - 2014-01-18,-61%,+533%
2014-01-19 - 2014-01-25,-61%,+517%
2014-01-26 - 2014-02-01,-62%,+517%
2014-02-02 - 2014-02-08,-64%,+517%
2014-02-09 - 2014-02-15,-61%,+517%
2014-02-16 - 2014-02-22,-61%,+533%
2014-02-23 - 2014-03-01,-61%,+550%
2014-03-02 - 2014-03-08,-61%,+567%
2014-03-09 - 2014-03-15,-60%,+550%
2014-03-16 - 2014-03-22,-62%,+550%
2014-03-23 - 2014-03-29,-61%,+567%
2014-03-30 - 2014-04-05,-61%,+567%
2014-04-06 - 2014-04-12,-61%,+567%
2014-04-13 - 2014-04-19,-62%,+583%
2014-04-20 - 2014-04-26,-61%,+633%
2014-04-27 - 2014-05-03,-64%,+583%
2014-05-04 - 2014-05-10,-61%,+567%
2014-05-11 - 2014-05-17,-61%,+583%
2014-05-18 - 2014-05-24,-62%,+550%
2014-05-25 - 2014-05-31,-65%,+500%
2014-06-01 - 2014-06-07,-62%,+483%
2014-06-08 - 2014-06-14,-64%,+433%
2014-06-15 - 2014-06-21,-64%,+467%
2014-06-22 - 2014-06-28,-64%,+450%
2014-06-29 - 2014-07-05,-66%,+450%
2014-07-06 - 2014-07-12,-65%,+433%
2014-07-13 - 2014-07-19,-64%,+467%
2014-07-20 - 2014-07-26,-64%,+467%
2014-07-27 - 2014-08-02,-66%,+450%
2014-08-03 - 2014-08-09,-62%,+500%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for ubuntu
Region,ubuntu
China,100
Czech Republic,68
Sri Lanka,67
Taiwan,65
India,64
Tunisia,58
Germany,56
South Korea,55
Finland,55
Austria,53
Estonia,53
Sweden,53
Russia,52
Switzerland,50
Norway,50
Belarus,49
South Africa,48
Ukraine,48
Costa Rica,47
Italy,47
Uruguay,46
Bangladesh,45
Slovenia,45
Latvia,45
Spain,44
Kenya,44
Guatemala,42
Hong Kong,42
Portugal,42
Hungary,41
France,41
Netherlands,37
Japan,37
Belgium,36
Greece,35
Denmark,35
Singapore,35
Poland,34
Israel,34
New Zealand,34
Slovakia,33
Romania,33
Lithuania,32
Canada,31
Chile,30
United States,30
Bulgaria,30
Argentina,30
Ireland,29
Philippines,28
Ecuador,28
Australia,28
Mexico,28
Indonesia,27
Serbia,26
Brazil,26
United Kingdom,25
Morocco,25
Iran,25
Colombia,24
Pakistan,23
Croatia,22
Venezuela,21
Malaysia,19
Algeria,18
Vietnam,17
Thailand,17
Peru,16
Egypt,13
Turkey,8


Top cities for ubuntu
City,ubuntu
Beijing (China),100
Bangalore (India),77
Shanghai (China),75
Hyderabad (India),51
Guangzhou (China),47
Chennai (India),44
Moscow (Russia),43
Munich (Germany),41
Berlin (Germany),39
Barcelona (Spain),33
Hamburg (Germany),32
San Francisco (United States),32
Vienna (Austria),31
Madrid (Spain),29
Frankfurt (Germany),29



Top searches for ubuntu
ubuntu java,100
ubuntu python,90
ubuntu download,80
svn ubuntu,60
svn,60
ubuntu server,55
ubuntu jdk,55
eclipse ubuntu,55
jdk,55
ubuntu gcc,55
ubuntu 12.04,55
gcc,55
postfix ubuntu,45
postfix,45
ubuntu netbeans,30
ubuntu 10.04,25
java jdk,25
ubuntu 9.10,25
subversion ubuntu,25
subversion,25
ubuntu install java,25
install python ubuntu,25
install jdk ubuntu,20
ubuntu 11.10,20
ubuntu suspend,15
ubuntu 11.04,15
ubuntu 10.10,15
ubuntu karmic koala,15
karmic koala,15
ubuntu hibernate,15
sendmail ubuntu,10
sendmail,10
ubuntu locale,10
install gcc ubuntu,10
ubuntu mail server,10
ubuntu dovecot,10
ubuntu 13.04,10
install svn ubuntu,10



Rising searches for ubuntu
eclipse ubuntu,Breakout
jdk,Breakout
svn,Breakout
svn ubuntu,Breakout
ubuntu download,Breakout
ubuntu gcc,Breakout
ubuntu java,Breakout
ubuntu jdk,Breakout
ubuntu python,Breakout
ubuntu server,Breakout



