Web Search interest: git
Worldwide; 2004 - present

Interest over time
Week,git
2007-02-11 - 2007-02-17,-30%,+0%
2007-02-18 - 2007-02-24,-32%,-50%
2007-02-25 - 2007-03-03,-32%,+0%
2007-03-04 - 2007-03-10,-30%,-25%
2007-03-11 - 2007-03-17,-28%,-25%
2007-03-18 - 2007-03-24,-30%,+0%
2007-03-25 - 2007-03-31,-31%,-25%
2007-04-01 - 2007-04-07,-32%,-50%
2007-04-08 - 2007-04-14,-33%,+0%
2007-04-15 - 2007-04-21,-31%,+0%
2007-04-22 - 2007-04-28,-32%,-25%
2007-04-29 - 2007-05-05,-36%,-25%
2007-05-06 - 2007-05-12,-32%,-25%
2007-05-13 - 2007-05-19,-31%,+0%
2007-05-20 - 2007-05-26,-31%,+50%
2007-05-27 - 2007-06-02,-30%,+0%
2007-06-03 - 2007-06-09,-30%,+175%
2007-06-10 - 2007-06-16,-33%,+25%
2007-06-17 - 2007-06-23,-33%,+50%
2007-06-24 - 2007-06-30,-32%,+25%
2007-07-01 - 2007-07-07,-33%,+50%
2007-07-08 - 2007-07-14,-33%,+50%
2007-07-15 - 2007-07-21,-34%,+100%
2007-07-22 - 2007-07-28,-35%,+50%
2007-07-29 - 2007-08-04,-36%,+25%
2007-08-05 - 2007-08-11,-35%,+25%
2007-08-12 - 2007-08-18,-39%,+50%
2007-08-19 - 2007-08-25,-36%,+150%
2007-08-26 - 2007-09-01,-36%,+50%
2007-09-02 - 2007-09-08,-36%,+50%
2007-09-09 - 2007-09-15,-36%,+100%
2007-09-16 - 2007-09-22,-35%,+75%
2007-09-23 - 2007-09-29,-35%,+25%
2007-09-30 - 2007-10-06,-36%,+50%
2007-10-07 - 2007-10-13,-34%,+75%
2007-10-14 - 2007-10-20,-34%,+50%
2007-10-21 - 2007-10-27,-34%,+75%
2007-10-28 - 2007-11-03,-34%,+50%
2007-11-04 - 2007-11-10,-35%,+75%
2007-11-11 - 2007-11-17,-34%,+75%
2007-11-18 - 2007-11-24,-31%,+50%
2007-11-25 - 2007-12-01,-26%,+75%
2007-12-02 - 2007-12-08,-30%,+100%
2007-12-09 - 2007-12-15,-37%,+75%
2007-12-16 - 2007-12-22,-40%,+100%
2007-12-23 - 2007-12-29,-50%,+0%
2007-12-30 - 2008-01-05,-51%,+50%
2008-01-06 - 2008-01-12,-40%,+100%
2008-01-13 - 2008-01-19,-41%,+75%
2008-01-20 - 2008-01-26,-40%,+50%
2008-01-27 - 2008-02-02,-41%,+100%
2008-02-03 - 2008-02-09,-41%,+125%
2008-02-10 - 2008-02-16,-41%,+100%
2008-02-17 - 2008-02-23,-37%,+125%
2008-02-24 - 2008-03-01,-37%,+100%
2008-03-02 - 2008-03-08,-40%,+125%
2008-03-09 - 2008-03-15,-39%,+150%
2008-03-16 - 2008-03-22,-41%,+150%
2008-03-23 - 2008-03-29,-42%,+125%
2008-03-30 - 2008-04-05,-40%,+150%
2008-04-06 - 2008-04-12,-39%,+250%
2008-04-13 - 2008-04-19,-39%,+175%
2008-04-20 - 2008-04-26,-37%,+225%
2008-04-27 - 2008-05-03,-44%,+200%
2008-05-04 - 2008-05-10,-42%,+225%
2008-05-11 - 2008-05-17,-41%,+175%
2008-05-18 - 2008-05-24,-41%,+250%
2008-05-25 - 2008-05-31,-41%,+200%
2008-06-01 - 2008-06-07,-43%,+225%
2008-06-08 - 2008-06-14,-42%,+225%
2008-06-15 - 2008-06-21,-41%,+250%
2008-06-22 - 2008-06-28,-43%,+275%
2008-06-29 - 2008-07-05,-42%,+200%
2008-07-06 - 2008-07-12,-42%,+250%
2008-07-13 - 2008-07-19,-42%,+225%
2008-07-20 - 2008-07-26,-44%,+275%
2008-07-27 - 2008-08-02,-44%,+275%
2008-08-03 - 2008-08-09,-45%,+225%
2008-08-10 - 2008-08-16,-47%,+250%
2008-08-17 - 2008-08-23,-45%,+300%
2008-08-24 - 2008-08-30,-44%,+250%
2008-08-31 - 2008-09-06,-45%,+225%
2008-09-07 - 2008-09-13,-43%,+200%
2008-09-14 - 2008-09-20,-44%,+250%
2008-09-21 - 2008-09-27,-42%,+250%
2008-09-28 - 2008-10-04,-47%,+225%
2008-10-05 - 2008-10-11,-44%,+200%
2008-10-12 - 2008-10-18,-43%,+225%
2008-10-19 - 2008-10-25,-43%,+275%
2008-10-26 - 2008-11-01,-43%,+275%
2008-11-02 - 2008-11-08,-43%,+250%
2008-11-09 - 2008-11-15,-43%,+250%
2008-11-16 - 2008-11-22,-43%,+250%
2008-11-23 - 2008-11-29,-47%,+225%
2008-11-30 - 2008-12-06,-43%,+300%
2008-12-07 - 2008-12-13,-45%,+300%
2008-12-14 - 2008-12-20,-48%,+300%
2008-12-21 - 2008-12-27,-53%,+200%
2008-12-28 - 2009-01-03,-58%,+175%
2009-01-04 - 2009-01-10,-43%,+375%
2009-01-11 - 2009-01-17,-41%,+425%
2009-01-18 - 2009-01-24,-44%,+375%
2009-01-25 - 2009-01-31,-47%,+375%
2009-02-01 - 2009-02-07,-44%,+375%
2009-02-08 - 2009-02-14,-44%,+375%
2009-02-15 - 2009-02-21,-42%,+400%
2009-02-22 - 2009-02-28,-43%,+425%
2009-03-01 - 2009-03-07,-43%,+375%
2009-03-08 - 2009-03-14,-43%,+400%
2009-03-15 - 2009-03-21,-43%,+425%
2009-03-22 - 2009-03-28,-43%,+400%
2009-03-29 - 2009-04-04,-43%,+425%
2009-04-05 - 2009-04-11,-45%,+425%
2009-04-12 - 2009-04-18,-44%,+350%
2009-04-19 - 2009-04-25,-44%,+425%
2009-04-26 - 2009-05-02,-47%,+425%
2009-05-03 - 2009-05-09,-45%,+400%
2009-05-10 - 2009-05-16,-43%,+375%
2009-05-17 - 2009-05-23,-44%,+375%
2009-05-24 - 2009-05-30,-48%,+450%
2009-05-31 - 2009-06-06,-45%,+375%
2009-06-07 - 2009-06-13,-45%,+400%
2009-06-14 - 2009-06-20,-45%,+375%
2009-06-21 - 2009-06-27,-48%,+400%
2009-06-28 - 2009-07-04,-50%,+325%
2009-07-05 - 2009-07-11,-48%,+375%
2009-07-12 - 2009-07-18,-47%,+350%
2009-07-19 - 2009-07-25,-49%,+425%
2009-07-26 - 2009-08-01,-48%,+425%
2009-08-02 - 2009-08-08,-48%,+450%
2009-08-09 - 2009-08-15,-49%,+450%
2009-08-16 - 2009-08-22,-47%,+500%
2009-08-23 - 2009-08-29,-48%,+425%
2009-08-30 - 2009-09-05,-47%,+425%
2009-09-06 - 2009-09-12,-48%,+400%
2009-09-13 - 2009-09-19,-48%,+475%
2009-09-20 - 2009-09-26,-49%,+475%
2009-09-27 - 2009-10-03,-50%,+475%
2009-10-04 - 2009-10-10,-47%,+475%
2009-10-11 - 2009-10-17,-48%,+475%
2009-10-18 - 2009-10-24,-40%,+475%
2009-10-25 - 2009-10-31,-40%,+500%
2009-11-01 - 2009-11-07,-43%,+475%
2009-11-08 - 2009-11-14,-44%,+475%
2009-11-15 - 2009-11-21,-44%,+525%
2009-11-22 - 2009-11-28,-47%,+475%
2009-11-29 - 2009-12-05,-48%,+475%
2009-12-06 - 2009-12-12,-47%,+475%
2009-12-13 - 2009-12-19,-49%,+450%
2009-12-20 - 2009-12-26,-53%,+350%
2009-12-27 - 2010-01-02,-58%,+300%
2010-01-03 - 2010-01-09,-52%,+450%
2010-01-10 - 2010-01-16,-49%,+500%
2010-01-17 - 2010-01-23,-48%,+525%
2010-01-24 - 2010-01-30,-48%,+550%
2010-01-31 - 2010-02-06,-48%,+600%
2010-02-07 - 2010-02-13,-49%,+575%
2010-02-14 - 2010-02-20,-49%,+525%
2010-02-21 - 2010-02-27,-47%,+600%
2010-02-28 - 2010-03-06,-47%,+625%
2010-03-07 - 2010-03-13,-48%,+600%
2010-03-14 - 2010-03-20,-49%,+675%
2010-03-21 - 2010-03-27,-48%,+625%
2010-03-28 - 2010-04-03,-50%,+650%
2010-04-04 - 2010-04-10,-49%,+600%
2010-04-11 - 2010-04-17,-47%,+625%
2010-04-18 - 2010-04-24,-48%,+650%
2010-04-25 - 2010-05-01,-49%,+575%
2010-05-02 - 2010-05-08,-50%,+625%
2010-05-09 - 2010-05-15,-48%,+625%
2010-05-16 - 2010-05-22,-48%,+600%
2010-05-23 - 2010-05-29,-51%,+675%
2010-05-30 - 2010-06-05,-49%,+675%
2010-06-06 - 2010-06-12,-49%,+700%
2010-06-13 - 2010-06-19,-50%,+675%
2010-06-20 - 2010-06-26,-50%,+650%
2010-06-27 - 2010-07-03,-53%,+625%
2010-07-04 - 2010-07-10,-55%,+550%
2010-07-11 - 2010-07-17,-55%,+600%
2010-07-18 - 2010-07-24,-52%,+625%
2010-07-25 - 2010-07-31,-53%,+650%
2010-08-01 - 2010-08-07,-53%,+650%
2010-08-08 - 2010-08-14,-53%,+650%
2010-08-15 - 2010-08-21,-53%,+700%
2010-08-22 - 2010-08-28,-53%,+650%
2010-08-29 - 2010-09-04,-53%,+650%
2010-09-05 - 2010-09-11,-53%,+675%
2010-09-12 - 2010-09-18,-53%,+700%
2010-09-19 - 2010-09-25,-53%,+700%
2010-09-26 - 2010-10-02,-51%,+700%
2010-10-03 - 2010-10-09,-51%,+700%
2010-10-10 - 2010-10-16,-51%,+675%
2010-10-17 - 2010-10-23,-51%,+750%
2010-10-24 - 2010-10-30,-51%,+750%
2010-10-31 - 2010-11-06,-53%,+775%
2010-11-07 - 2010-11-13,-52%,+725%
2010-11-14 - 2010-11-20,-52%,+775%
2010-11-21 - 2010-11-27,-53%,+625%
2010-11-28 - 2010-12-04,-55%,+750%
2010-12-05 - 2010-12-11,-53%,+700%
2010-12-12 - 2010-12-18,-53%,+725%
2010-12-19 - 2010-12-25,-58%,+675%
2010-12-26 - 2011-01-01,-61%,+500%
2011-01-02 - 2011-01-08,-57%,+700%
2011-01-09 - 2011-01-15,-55%,+800%
2011-01-16 - 2011-01-22,-52%,+775%
2011-01-23 - 2011-01-29,-53%,+825%
2011-01-30 - 2011-02-05,-56%,+825%
2011-02-06 - 2011-02-12,-52%,+850%
2011-02-13 - 2011-02-19,-53%,+850%
2011-02-20 - 2011-02-26,-55%,+800%
2011-02-27 - 2011-03-05,-53%,+850%
2011-03-06 - 2011-03-12,-55%,+875%
2011-03-13 - 2011-03-19,-55%,+825%
2011-03-20 - 2011-03-26,-55%,+875%
2011-03-27 - 2011-04-02,-53%,+875%
2011-04-03 - 2011-04-09,-53%,+900%
2011-04-10 - 2011-04-16,-51%,+875%
2011-04-17 - 2011-04-23,-55%,+925%
2011-04-24 - 2011-04-30,-56%,+850%
2011-05-01 - 2011-05-07,-57%,+925%
2011-05-08 - 2011-05-14,-55%,+900%
2011-05-15 - 2011-05-21,-55%,+950%
2011-05-22 - 2011-05-28,-53%,+925%
2011-05-29 - 2011-06-04,-56%,+900%
2011-06-05 - 2011-06-11,-56%,+950%
2011-06-12 - 2011-06-18,-55%,+950%
2011-06-19 - 2011-06-25,-55%,+1,000%
2011-06-26 - 2011-07-02,-57%,+975%
2011-07-03 - 2011-07-09,-58%,+1,025%
2011-07-10 - 2011-07-16,-56%,+1,000%
2011-07-17 - 2011-07-23,-57%,+950%
2011-07-24 - 2011-07-30,-56%,+1,000%
2011-07-31 - 2011-08-06,-58%,+925%
2011-08-07 - 2011-08-13,-57%,+1,000%
2011-08-14 - 2011-08-20,-58%,+975%
2011-08-21 - 2011-08-27,-57%,+1,000%
2011-08-28 - 2011-09-03,-58%,+975%
2011-09-04 - 2011-09-10,-59%,+1,025%
2011-09-11 - 2011-09-17,-55%,+1,075%
2011-09-18 - 2011-09-24,-56%,+1,025%
2011-09-25 - 2011-10-01,-56%,+1,050%
2011-10-02 - 2011-10-08,-58%,+1,050%
2011-10-09 - 2011-10-15,-56%,+1,050%
2011-10-16 - 2011-10-22,-55%,+1,075%
2011-10-23 - 2011-10-29,-56%,+1,075%
2011-10-30 - 2011-11-05,-57%,+1,050%
2011-11-06 - 2011-11-12,-56%,+1,125%
2011-11-13 - 2011-11-19,-57%,+1,150%
2011-11-20 - 2011-11-26,-57%,+1,000%
2011-11-27 - 2011-12-03,-57%,+1,125%
2011-12-04 - 2011-12-10,-57%,+1,100%
2011-12-11 - 2011-12-17,-56%,+1,100%
2011-12-18 - 2011-12-24,-60%,+1,000%
2011-12-25 - 2011-12-31,-65%,+650%
2012-01-01 - 2012-01-07,-61%,+925%
2012-01-08 - 2012-01-14,-59%,+1,125%
2012-01-15 - 2012-01-21,-59%,+1,100%
2012-01-22 - 2012-01-28,-59%,+1,100%
2012-01-29 - 2012-02-04,-58%,+1,200%
2012-02-05 - 2012-02-11,-58%,+1,200%
2012-02-12 - 2012-02-18,-57%,+1,175%
2012-02-19 - 2012-02-25,-57%,+1,250%
2012-02-26 - 2012-03-03,-58%,+1,225%
2012-03-04 - 2012-03-10,-57%,+1,250%
2012-03-11 - 2012-03-17,-57%,+1,275%
2012-03-18 - 2012-03-24,-58%,+1,250%
2012-03-25 - 2012-03-31,-57%,+1,225%
2012-04-01 - 2012-04-07,-59%,+1,225%
2012-04-08 - 2012-04-14,-58%,+1,175%
2012-04-15 - 2012-04-21,-57%,+1,275%
2012-04-22 - 2012-04-28,-58%,+1,275%
2012-04-29 - 2012-05-05,-60%,+1,100%
2012-05-06 - 2012-05-12,-58%,+1,275%
2012-05-13 - 2012-05-19,-58%,+1,250%
2012-05-20 - 2012-05-26,-56%,+1,425%
2012-05-27 - 2012-06-02,-59%,+1,300%
2012-06-03 - 2012-06-09,-58%,+1,350%
2012-06-10 - 2012-06-16,-59%,+1,300%
2012-06-17 - 2012-06-23,-59%,+1,350%
2012-06-24 - 2012-06-30,-59%,+1,300%
2012-07-01 - 2012-07-07,-61%,+1,300%
2012-07-08 - 2012-07-14,-60%,+1,425%
2012-07-15 - 2012-07-21,-61%,+1,400%
2012-07-22 - 2012-07-28,-60%,+1,400%
2012-07-29 - 2012-08-04,-61%,+1,375%
2012-08-05 - 2012-08-11,-60%,+1,475%
2012-08-12 - 2012-08-18,-62%,+1,375%
2012-08-19 - 2012-08-25,-60%,+1,425%
2012-08-26 - 2012-09-01,-60%,+1,400%
2012-09-02 - 2012-09-08,-59%,+1,375%
2012-09-09 - 2012-09-15,-58%,+1,400%
2012-09-16 - 2012-09-22,-58%,+1,450%
2012-09-23 - 2012-09-29,-59%,+1,450%
2012-09-30 - 2012-10-06,-59%,+1,400%
2012-10-07 - 2012-10-13,-59%,+1,450%
2012-10-14 - 2012-10-20,-60%,+1,475%
2012-10-21 - 2012-10-27,-59%,+1,450%
2012-10-28 - 2012-11-03,-60%,+1,350%
2012-11-04 - 2012-11-10,-59%,+1,475%
2012-11-11 - 2012-11-17,-60%,+1,475%
2012-11-18 - 2012-11-24,-61%,+1,350%
2012-11-25 - 2012-12-01,-60%,+1,400%
2012-12-02 - 2012-12-08,-60%,+1,425%
2012-12-09 - 2012-12-15,-60%,+1,475%
2012-12-16 - 2012-12-22,-62%,+1,350%
2012-12-23 - 2012-12-29,-69%,+750%
2012-12-30 - 2013-01-05,-68%,+950%
2013-01-06 - 2013-01-12,-61%,+1,500%
2013-01-13 - 2013-01-19,-59%,+1,550%
2013-01-20 - 2013-01-26,-59%,+1,500%
2013-01-27 - 2013-02-02,-60%,+1,650%
2013-02-03 - 2013-02-09,-60%,+1,575%
2013-02-10 - 2013-02-16,-61%,+1,525%
2013-02-17 - 2013-02-23,-60%,+1,625%
2013-02-24 - 2013-03-02,-60%,+1,650%
2013-03-03 - 2013-03-09,-59%,+1,700%
2013-03-10 - 2013-03-16,-60%,+1,650%
2013-03-17 - 2013-03-23,-59%,+1,700%
2013-03-24 - 2013-03-30,-62%,+1,600%
2013-03-31 - 2013-04-06,-61%,+1,525%
2013-04-07 - 2013-04-13,-60%,+1,700%
2013-04-14 - 2013-04-20,-60%,+1,675%
2013-04-21 - 2013-04-27,-60%,+1,625%
2013-04-28 - 2013-05-04,-64%,+1,500%
2013-05-05 - 2013-05-11,-62%,+1,575%
2013-05-12 - 2013-05-18,-60%,+1,625%
2013-05-19 - 2013-05-25,-61%,+1,650%
2013-05-26 - 2013-06-01,-62%,+1,625%
2013-06-02 - 2013-06-08,-60%,+1,700%
2013-06-09 - 2013-06-15,-61%,+1,675%
2013-06-16 - 2013-06-22,-61%,+1,725%
2013-06-23 - 2013-06-29,-61%,+1,725%
2013-06-30 - 2013-07-06,-62%,+1,675%
2013-07-07 - 2013-07-13,-62%,+1,775%
2013-07-14 - 2013-07-20,-64%,+1,750%
2013-07-21 - 2013-07-27,-64%,+1,725%
2013-07-28 - 2013-08-03,-64%,+1,700%
2013-08-04 - 2013-08-10,-65%,+1,775%
2013-08-11 - 2013-08-17,-64%,+1,675%
2013-08-18 - 2013-08-24,-64%,+1,700%
2013-08-25 - 2013-08-31,-62%,+1,775%
2013-09-01 - 2013-09-07,-62%,+1,750%
2013-09-08 - 2013-09-14,-61%,+1,825%
2013-09-15 - 2013-09-21,-62%,+1,700%
2013-09-22 - 2013-09-28,-61%,+1,875%
2013-09-29 - 2013-10-05,-61%,+1,825%
2013-10-06 - 2013-10-12,-60%,+1,900%
2013-10-13 - 2013-10-19,-60%,+1,975%
2013-10-20 - 2013-10-26,-61%,+1,900%
2013-10-27 - 2013-11-02,-62%,+1,900%
2013-11-03 - 2013-11-09,-61%,+1,950%
2013-11-10 - 2013-11-16,-60%,+1,925%
2013-11-17 - 2013-11-23,-60%,+1,950%
2013-11-24 - 2013-11-30,-62%,+1,750%
2013-12-01 - 2013-12-07,-62%,+1,925%
2013-12-08 - 2013-12-14,-61%,+1,900%
2013-12-15 - 2013-12-21,-64%,+1,800%
2013-12-22 - 2013-12-28,-69%,+1,025%
2013-12-29 - 2014-01-04,-70%,+1,050%
2014-01-05 - 2014-01-11,-64%,+1,800%
2014-01-12 - 2014-01-18,-61%,+1,975%
2014-01-19 - 2014-01-25,-61%,+1,925%
2014-01-26 - 2014-02-01,-62%,+1,925%
2014-02-02 - 2014-02-08,-64%,+1,900%
2014-02-09 - 2014-02-15,-61%,+2,050%
2014-02-16 - 2014-02-22,-61%,+2,025%
2014-02-23 - 2014-03-01,-61%,+2,100%
2014-03-02 - 2014-03-08,-61%,+2,125%
2014-03-09 - 2014-03-15,-60%,+2,100%
2014-03-16 - 2014-03-22,-62%,+2,025%
2014-03-23 - 2014-03-29,-61%,+2,050%
2014-03-30 - 2014-04-05,-61%,+2,125%
2014-04-06 - 2014-04-12,-61%,+2,100%
2014-04-13 - 2014-04-19,-62%,+2,175%
2014-04-20 - 2014-04-26,-61%,+2,050%
2014-04-27 - 2014-05-03,-64%,+1,950%
2014-05-04 - 2014-05-10,-61%,+2,100%
2014-05-11 - 2014-05-17,-61%,+2,175%
2014-05-18 - 2014-05-24,-62%,+2,175%
2014-05-25 - 2014-05-31,-65%,+1,950%
2014-06-01 - 2014-06-07,-62%,+2,075%
2014-06-08 - 2014-06-14,-64%,+2,075%
2014-06-15 - 2014-06-21,-64%,+2,025%
2014-06-22 - 2014-06-28,-64%,+2,050%
2014-06-29 - 2014-07-05,-66%,+1,875%
2014-07-06 - 2014-07-12,-65%,+2,100%
2014-07-13 - 2014-07-19,-64%,+2,175%
2014-07-20 - 2014-07-26,-64%,+2,125%
2014-07-27 - 2014-08-02,-66%,+2,175%
2014-08-03 - 2014-08-09,-62%,+2,400%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for git
Region,git
Belarus,100
Czech Republic,80
Iceland,74
Sweden,70
Norway,69
South Korea,69
Russia,67
Nepal,66
Ukraine,65
Finland,65
United States,65
Taiwan,63
Estonia,62
Sri Lanka,55
Switzerland,54
Germany,53
Israel,50
New Zealand,48
Austria,47
Hong Kong,46
China,46
Singapore,45
Latvia,45
India,45
Canada,43
Moldova,43
Japan,42
Australia,40
Ireland,39
Luxembourg,38
Netherlands,38
Denmark,38
United Kingdom,37
South Africa,34
Poland,34
Bulgaria,33
Slovenia,32
Romania,32
Bangladesh,31
Belgium,30
France,29
Hungary,29
Slovakia,28
Lithuania,26
Serbia,26
Uruguay,25
Portugal,25
Philippines,24
Costa Rica,23
Croatia,23
Spain,20
Argentina,18
Greece,18
Pakistan,17
Brazil,16
Italy,14
Malaysia,13
Chile,12
Colombia,12
Vietnam,10
United Arab Emirates,8
Indonesia,8
Iran,8
Turkey,8
Mexico,8
Peru,7
Morocco,7
Venezuela,7
Egypt,7
Thailand,6


Top cities for git
City,git
San Jose (United States),100
San Francisco (United States),99
Seattle (United States),65
Bangalore (India),62
Austin (United States),58
Moscow (Russia),50
Seoul (South Korea),49
Berlin (Germany),47
Stockholm (Sweden),47
Shanghai (China),46
Beijing (China),46
Oslo (Norway),46
Munich (Germany),41
Vancouver (Canada),36
New York (United States),36



Top searches for git
git branch,100
git commit,70
git remote,60
github,50
git merge,40
git push,40
git repository,40
git pull,40
git clone,35
svn git,35
svn,35
git remote branch,35
git checkout,30
git windows,25
git add,25
git rebase,25
git stash,20
git diff,20
git branches,20
git revert,20
git reset,15
eclipse git,15
git tutorial,15
git ignore,15
git push branch,15
git fetch,15
git tag,10
git download,10
git origin,10
git delete branch,10
git submodule,10
git create branch,10
git checkout branch,10
git ssh,10
git merge branch,10
git gui,10
tortoise git,10
mercurial,10
bitbucket,10
git pull branch,10
git remote add,10
git bash,10
git log,10
subversion,10
git client,10
git new branch,10
git revert commit,5
git remove branch,5
svn to git,5
git init,5



Rising searches for git
git branch,Breakout
git checkout,Breakout
git clone,Breakout
git commit,Breakout
git merge,Breakout
git pull,Breakout
git push,Breakout
git remote,Breakout
git remote branch,Breakout
git repository,Breakout



