Web Search interest: java
Worldwide; 2004 - present

Interest over time
Week,java
2007-02-11 - 2007-02-17,-30%,-39%
2007-02-18 - 2007-02-24,-32%,-36%
2007-02-25 - 2007-03-03,-32%,-39%
2007-03-04 - 2007-03-10,-30%,-33%
2007-03-11 - 2007-03-17,-28%,-35%
2007-03-18 - 2007-03-24,-30%,-37%
2007-03-25 - 2007-03-31,-31%,-39%
2007-04-01 - 2007-04-07,-32%,-39%
2007-04-08 - 2007-04-14,-33%,-39%
2007-04-15 - 2007-04-21,-31%,-36%
2007-04-22 - 2007-04-28,-32%,-36%
2007-04-29 - 2007-05-05,-36%,-43%
2007-05-06 - 2007-05-12,-32%,-39%
2007-05-13 - 2007-05-19,-31%,-36%
2007-05-20 - 2007-05-26,-31%,-39%
2007-05-27 - 2007-06-02,-30%,-39%
2007-06-03 - 2007-06-09,-30%,-39%
2007-06-10 - 2007-06-16,-33%,-42%
2007-06-17 - 2007-06-23,-33%,-42%
2007-06-24 - 2007-06-30,-32%,-43%
2007-07-01 - 2007-07-07,-33%,-45%
2007-07-08 - 2007-07-14,-33%,-43%
2007-07-15 - 2007-07-21,-34%,-41%
2007-07-22 - 2007-07-28,-35%,-45%
2007-07-29 - 2007-08-04,-36%,-46%
2007-08-05 - 2007-08-11,-35%,-46%
2007-08-12 - 2007-08-18,-39%,-47%
2007-08-19 - 2007-08-25,-36%,-46%
2007-08-26 - 2007-09-01,-36%,-46%
2007-09-02 - 2007-09-08,-36%,-45%
2007-09-09 - 2007-09-15,-36%,-46%
2007-09-16 - 2007-09-22,-35%,-42%
2007-09-23 - 2007-09-29,-35%,-45%
2007-09-30 - 2007-10-06,-36%,-45%
2007-10-07 - 2007-10-13,-34%,-43%
2007-10-14 - 2007-10-20,-34%,-45%
2007-10-21 - 2007-10-27,-34%,-43%
2007-10-28 - 2007-11-03,-34%,-42%
2007-11-04 - 2007-11-10,-35%,-43%
2007-11-11 - 2007-11-17,-34%,-42%
2007-11-18 - 2007-11-24,-31%,-39%
2007-11-25 - 2007-12-01,-26%,-35%
2007-12-02 - 2007-12-08,-30%,-41%
2007-12-09 - 2007-12-15,-37%,-47%
2007-12-16 - 2007-12-22,-40%,-49%
2007-12-23 - 2007-12-29,-50%,-57%
2007-12-30 - 2008-01-05,-51%,-58%
2008-01-06 - 2008-01-12,-40%,-49%
2008-01-13 - 2008-01-19,-41%,-51%
2008-01-20 - 2008-01-26,-40%,-51%
2008-01-27 - 2008-02-02,-41%,-48%
2008-02-03 - 2008-02-09,-41%,-51%
2008-02-10 - 2008-02-16,-41%,-51%
2008-02-17 - 2008-02-23,-37%,-48%
2008-02-24 - 2008-03-01,-37%,-48%
2008-03-02 - 2008-03-08,-40%,-46%
2008-03-09 - 2008-03-15,-39%,-47%
2008-03-16 - 2008-03-22,-41%,-49%
2008-03-23 - 2008-03-29,-42%,-49%
2008-03-30 - 2008-04-05,-40%,-48%
2008-04-06 - 2008-04-12,-39%,-49%
2008-04-13 - 2008-04-19,-39%,-47%
2008-04-20 - 2008-04-26,-37%,-48%
2008-04-27 - 2008-05-03,-44%,-52%
2008-05-04 - 2008-05-10,-42%,-51%
2008-05-11 - 2008-05-17,-41%,-51%
2008-05-18 - 2008-05-24,-41%,-51%
2008-05-25 - 2008-05-31,-41%,-52%
2008-06-01 - 2008-06-07,-43%,-52%
2008-06-08 - 2008-06-14,-42%,-52%
2008-06-15 - 2008-06-21,-41%,-53%
2008-06-22 - 2008-06-28,-43%,-52%
2008-06-29 - 2008-07-05,-42%,-53%
2008-07-06 - 2008-07-12,-42%,-53%
2008-07-13 - 2008-07-19,-42%,-52%
2008-07-20 - 2008-07-26,-44%,-53%
2008-07-27 - 2008-08-02,-44%,-54%
2008-08-03 - 2008-08-09,-45%,-54%
2008-08-10 - 2008-08-16,-47%,-58%
2008-08-17 - 2008-08-23,-45%,-57%
2008-08-24 - 2008-08-30,-44%,-54%
2008-08-31 - 2008-09-06,-45%,-53%
2008-09-07 - 2008-09-13,-43%,-52%
2008-09-14 - 2008-09-20,-44%,-54%
2008-09-21 - 2008-09-27,-42%,-53%
2008-09-28 - 2008-10-04,-47%,-55%
2008-10-05 - 2008-10-11,-44%,-54%
2008-10-12 - 2008-10-18,-43%,-53%
2008-10-19 - 2008-10-25,-43%,-52%
2008-10-26 - 2008-11-01,-43%,-54%
2008-11-02 - 2008-11-08,-43%,-54%
2008-11-09 - 2008-11-15,-43%,-54%
2008-11-16 - 2008-11-22,-43%,-54%
2008-11-23 - 2008-11-29,-47%,-55%
2008-11-30 - 2008-12-06,-43%,-53%
2008-12-07 - 2008-12-13,-45%,-54%
2008-12-14 - 2008-12-20,-48%,-57%
2008-12-21 - 2008-12-27,-53%,-61%
2008-12-28 - 2009-01-03,-58%,-66%
2009-01-04 - 2009-01-10,-43%,-58%
2009-01-11 - 2009-01-17,-41%,-57%
2009-01-18 - 2009-01-24,-44%,-58%
2009-01-25 - 2009-01-31,-47%,-58%
2009-02-01 - 2009-02-07,-44%,-55%
2009-02-08 - 2009-02-14,-44%,-57%
2009-02-15 - 2009-02-21,-42%,-57%
2009-02-22 - 2009-02-28,-43%,-55%
2009-03-01 - 2009-03-07,-43%,-55%
2009-03-08 - 2009-03-14,-43%,-55%
2009-03-15 - 2009-03-21,-43%,-57%
2009-03-22 - 2009-03-28,-43%,-55%
2009-03-29 - 2009-04-04,-43%,-55%
2009-04-05 - 2009-04-11,-45%,-57%
2009-04-12 - 2009-04-18,-44%,-57%
2009-04-19 - 2009-04-25,-44%,-57%
2009-04-26 - 2009-05-02,-47%,-59%
2009-05-03 - 2009-05-09,-45%,-59%
2009-05-10 - 2009-05-16,-43%,-58%
2009-05-17 - 2009-05-23,-44%,-59%
2009-05-24 - 2009-05-30,-48%,-59%
2009-05-31 - 2009-06-06,-45%,-59%
2009-06-07 - 2009-06-13,-45%,-60%
2009-06-14 - 2009-06-20,-45%,-60%
2009-06-21 - 2009-06-27,-48%,-63%
2009-06-28 - 2009-07-04,-50%,-64%
2009-07-05 - 2009-07-11,-48%,-63%
2009-07-12 - 2009-07-18,-47%,-63%
2009-07-19 - 2009-07-25,-49%,-64%
2009-07-26 - 2009-08-01,-48%,-63%
2009-08-02 - 2009-08-08,-48%,-63%
2009-08-09 - 2009-08-15,-49%,-63%
2009-08-16 - 2009-08-22,-47%,-63%
2009-08-23 - 2009-08-29,-48%,-63%
2009-08-30 - 2009-09-05,-47%,-61%
2009-09-06 - 2009-09-12,-48%,-61%
2009-09-13 - 2009-09-19,-48%,-61%
2009-09-20 - 2009-09-26,-49%,-63%
2009-09-27 - 2009-10-03,-50%,-64%
2009-10-04 - 2009-10-10,-47%,-61%
2009-10-11 - 2009-10-17,-48%,-61%
2009-10-18 - 2009-10-24,-40%,-63%
2009-10-25 - 2009-10-31,-40%,-61%
2009-11-01 - 2009-11-07,-43%,-60%
2009-11-08 - 2009-11-14,-44%,-61%
2009-11-15 - 2009-11-21,-44%,-60%
2009-11-22 - 2009-11-28,-47%,-61%
2009-11-29 - 2009-12-05,-48%,-63%
2009-12-06 - 2009-12-12,-47%,-63%
2009-12-13 - 2009-12-19,-49%,-65%
2009-12-20 - 2009-12-26,-53%,-69%
2009-12-27 - 2010-01-02,-58%,-72%
2010-01-03 - 2010-01-09,-52%,-66%
2010-01-10 - 2010-01-16,-49%,-65%
2010-01-17 - 2010-01-23,-48%,-64%
2010-01-24 - 2010-01-30,-48%,-65%
2010-01-31 - 2010-02-06,-48%,-64%
2010-02-07 - 2010-02-13,-49%,-65%
2010-02-14 - 2010-02-20,-49%,-65%
2010-02-21 - 2010-02-27,-47%,-64%
2010-02-28 - 2010-03-06,-47%,-64%
2010-03-07 - 2010-03-13,-48%,-64%
2010-03-14 - 2010-03-20,-49%,-63%
2010-03-21 - 2010-03-27,-48%,-63%
2010-03-28 - 2010-04-03,-50%,-64%
2010-04-04 - 2010-04-10,-49%,-63%
2010-04-11 - 2010-04-17,-47%,-63%
2010-04-18 - 2010-04-24,-48%,-61%
2010-04-25 - 2010-05-01,-49%,-64%
2010-05-02 - 2010-05-08,-50%,-65%
2010-05-09 - 2010-05-15,-48%,-66%
2010-05-16 - 2010-05-22,-48%,-65%
2010-05-23 - 2010-05-29,-51%,-67%
2010-05-30 - 2010-06-05,-49%,-67%
2010-06-06 - 2010-06-12,-49%,-66%
2010-06-13 - 2010-06-19,-50%,-69%
2010-06-20 - 2010-06-26,-50%,-67%
2010-06-27 - 2010-07-03,-53%,-69%
2010-07-04 - 2010-07-10,-55%,-70%
2010-07-11 - 2010-07-17,-55%,-69%
2010-07-18 - 2010-07-24,-52%,-69%
2010-07-25 - 2010-07-31,-53%,-69%
2010-08-01 - 2010-08-07,-53%,-67%
2010-08-08 - 2010-08-14,-53%,-67%
2010-08-15 - 2010-08-21,-53%,-67%
2010-08-22 - 2010-08-28,-53%,-69%
2010-08-29 - 2010-09-04,-53%,-69%
2010-09-05 - 2010-09-11,-53%,-69%
2010-09-12 - 2010-09-18,-53%,-67%
2010-09-19 - 2010-09-25,-53%,-67%
2010-09-26 - 2010-10-02,-51%,-67%
2010-10-03 - 2010-10-09,-51%,-66%
2010-10-10 - 2010-10-16,-51%,-67%
2010-10-17 - 2010-10-23,-51%,-65%
2010-10-24 - 2010-10-30,-51%,-65%
2010-10-31 - 2010-11-06,-53%,-67%
2010-11-07 - 2010-11-13,-52%,-66%
2010-11-14 - 2010-11-20,-52%,-66%
2010-11-21 - 2010-11-27,-53%,-67%
2010-11-28 - 2010-12-04,-55%,-67%
2010-12-05 - 2010-12-11,-53%,-67%
2010-12-12 - 2010-12-18,-53%,-70%
2010-12-19 - 2010-12-25,-58%,-71%
2010-12-26 - 2011-01-01,-61%,-75%
2011-01-02 - 2011-01-08,-57%,-71%
2011-01-09 - 2011-01-15,-55%,-70%
2011-01-16 - 2011-01-22,-52%,-69%
2011-01-23 - 2011-01-29,-53%,-69%
2011-01-30 - 2011-02-05,-56%,-69%
2011-02-06 - 2011-02-12,-52%,-69%
2011-02-13 - 2011-02-19,-53%,-69%
2011-02-20 - 2011-02-26,-55%,-67%
2011-02-27 - 2011-03-05,-53%,-67%
2011-03-06 - 2011-03-12,-55%,-67%
2011-03-13 - 2011-03-19,-55%,-67%
2011-03-20 - 2011-03-26,-55%,-67%
2011-03-27 - 2011-04-02,-53%,-67%
2011-04-03 - 2011-04-09,-53%,-67%
2011-04-10 - 2011-04-16,-51%,-67%
2011-04-17 - 2011-04-23,-55%,-69%
2011-04-24 - 2011-04-30,-56%,-69%
2011-05-01 - 2011-05-07,-57%,-70%
2011-05-08 - 2011-05-14,-55%,-69%
2011-05-15 - 2011-05-21,-55%,-69%
2011-05-22 - 2011-05-28,-53%,-70%
2011-05-29 - 2011-06-04,-56%,-71%
2011-06-05 - 2011-06-11,-56%,-70%
2011-06-12 - 2011-06-18,-55%,-70%
2011-06-19 - 2011-06-25,-55%,-71%
2011-06-26 - 2011-07-02,-57%,-70%
2011-07-03 - 2011-07-09,-58%,-70%
2011-07-10 - 2011-07-16,-56%,-69%
2011-07-17 - 2011-07-23,-57%,-71%
2011-07-24 - 2011-07-30,-56%,-71%
2011-07-31 - 2011-08-06,-58%,-70%
2011-08-07 - 2011-08-13,-57%,-71%
2011-08-14 - 2011-08-20,-58%,-71%
2011-08-21 - 2011-08-27,-57%,-71%
2011-08-28 - 2011-09-03,-58%,-71%
2011-09-04 - 2011-09-10,-59%,-70%
2011-09-11 - 2011-09-17,-55%,-69%
2011-09-18 - 2011-09-24,-56%,-69%
2011-09-25 - 2011-10-01,-56%,-69%
2011-10-02 - 2011-10-08,-58%,-70%
2011-10-09 - 2011-10-15,-56%,-69%
2011-10-16 - 2011-10-22,-55%,-67%
2011-10-23 - 2011-10-29,-56%,-67%
2011-10-30 - 2011-11-05,-57%,-70%
2011-11-06 - 2011-11-12,-56%,-67%
2011-11-13 - 2011-11-19,-57%,-67%
2011-11-20 - 2011-11-26,-57%,-69%
2011-11-27 - 2011-12-03,-57%,-69%
2011-12-04 - 2011-12-10,-57%,-70%
2011-12-11 - 2011-12-17,-56%,-70%
2011-12-18 - 2011-12-24,-60%,-72%
2011-12-25 - 2011-12-31,-65%,-75%
2012-01-01 - 2012-01-07,-61%,-73%
2012-01-08 - 2012-01-14,-59%,-71%
2012-01-15 - 2012-01-21,-59%,-71%
2012-01-22 - 2012-01-28,-59%,-71%
2012-01-29 - 2012-02-04,-58%,-71%
2012-02-05 - 2012-02-11,-58%,-71%
2012-02-12 - 2012-02-18,-57%,-70%
2012-02-19 - 2012-02-25,-57%,-69%
2012-02-26 - 2012-03-03,-58%,-69%
2012-03-04 - 2012-03-10,-57%,-69%
2012-03-11 - 2012-03-17,-57%,-69%
2012-03-18 - 2012-03-24,-58%,-70%
2012-03-25 - 2012-03-31,-57%,-69%
2012-04-01 - 2012-04-07,-59%,-67%
2012-04-08 - 2012-04-14,-58%,-69%
2012-04-15 - 2012-04-21,-57%,-69%
2012-04-22 - 2012-04-28,-58%,-70%
2012-04-29 - 2012-05-05,-60%,-72%
2012-05-06 - 2012-05-12,-58%,-71%
2012-05-13 - 2012-05-19,-58%,-71%
2012-05-20 - 2012-05-26,-56%,-71%
2012-05-27 - 2012-06-02,-59%,-71%
2012-06-03 - 2012-06-09,-58%,-72%
2012-06-10 - 2012-06-16,-59%,-71%
2012-06-17 - 2012-06-23,-59%,-70%
2012-06-24 - 2012-06-30,-59%,-71%
2012-07-01 - 2012-07-07,-61%,-71%
2012-07-08 - 2012-07-14,-60%,-71%
2012-07-15 - 2012-07-21,-61%,-72%
2012-07-22 - 2012-07-28,-60%,-71%
2012-07-29 - 2012-08-04,-61%,-72%
2012-08-05 - 2012-08-11,-60%,-72%
2012-08-12 - 2012-08-18,-62%,-71%
2012-08-19 - 2012-08-25,-60%,-70%
2012-08-26 - 2012-09-01,-60%,-66%
2012-09-02 - 2012-09-08,-59%,-67%
2012-09-09 - 2012-09-15,-58%,-69%
2012-09-16 - 2012-09-22,-58%,-69%
2012-09-23 - 2012-09-29,-59%,-67%
2012-09-30 - 2012-10-06,-59%,-69%
2012-10-07 - 2012-10-13,-59%,-70%
2012-10-14 - 2012-10-20,-60%,-69%
2012-10-21 - 2012-10-27,-59%,-69%
2012-10-28 - 2012-11-03,-60%,-70%
2012-11-04 - 2012-11-10,-59%,-70%
2012-11-11 - 2012-11-17,-60%,-71%
2012-11-18 - 2012-11-24,-61%,-71%
2012-11-25 - 2012-12-01,-60%,-70%
2012-12-02 - 2012-12-08,-60%,-72%
2012-12-09 - 2012-12-15,-60%,-72%
2012-12-16 - 2012-12-22,-62%,-73%
2012-12-23 - 2012-12-29,-69%,-77%
2012-12-30 - 2013-01-05,-68%,-77%
2013-01-06 - 2013-01-12,-61%,-69%
2013-01-13 - 2013-01-19,-59%,-58%
2013-01-20 - 2013-01-26,-59%,-67%
2013-01-27 - 2013-02-02,-60%,-67%
2013-02-03 - 2013-02-09,-60%,-66%
2013-02-10 - 2013-02-16,-61%,-69%
2013-02-17 - 2013-02-23,-60%,-67%
2013-02-24 - 2013-03-02,-60%,-67%
2013-03-03 - 2013-03-09,-59%,-66%
2013-03-10 - 2013-03-16,-60%,-67%
2013-03-17 - 2013-03-23,-59%,-70%
2013-03-24 - 2013-03-30,-62%,-71%
2013-03-31 - 2013-04-06,-61%,-71%
2013-04-07 - 2013-04-13,-60%,-70%
2013-04-14 - 2013-04-20,-60%,-66%
2013-04-21 - 2013-04-27,-60%,-64%
2013-04-28 - 2013-05-04,-64%,-71%
2013-05-05 - 2013-05-11,-62%,-71%
2013-05-12 - 2013-05-18,-60%,-70%
2013-05-19 - 2013-05-25,-61%,-70%
2013-05-26 - 2013-06-01,-62%,-71%
2013-06-02 - 2013-06-08,-60%,-71%
2013-06-09 - 2013-06-15,-61%,-72%
2013-06-16 - 2013-06-22,-61%,-67%
2013-06-23 - 2013-06-29,-61%,-69%
2013-06-30 - 2013-07-06,-62%,-70%
2013-07-07 - 2013-07-13,-62%,-71%
2013-07-14 - 2013-07-20,-64%,-71%
2013-07-21 - 2013-07-27,-64%,-72%
2013-07-28 - 2013-08-03,-64%,-72%
2013-08-04 - 2013-08-10,-65%,-73%
2013-08-11 - 2013-08-17,-64%,-73%
2013-08-18 - 2013-08-24,-64%,-73%
2013-08-25 - 2013-08-31,-62%,-72%
2013-09-01 - 2013-09-07,-62%,-72%
2013-09-08 - 2013-09-14,-61%,-71%
2013-09-15 - 2013-09-21,-62%,-72%
2013-09-22 - 2013-09-28,-61%,-71%
2013-09-29 - 2013-10-05,-61%,-71%
2013-10-06 - 2013-10-12,-60%,-70%
2013-10-13 - 2013-10-19,-60%,-61%
2013-10-20 - 2013-10-26,-61%,-64%
2013-10-27 - 2013-11-02,-62%,-69%
2013-11-03 - 2013-11-09,-61%,-70%
2013-11-10 - 2013-11-16,-60%,-69%
2013-11-17 - 2013-11-23,-60%,-70%
2013-11-24 - 2013-11-30,-62%,-71%
2013-12-01 - 2013-12-07,-62%,-72%
2013-12-08 - 2013-12-14,-61%,-72%
2013-12-15 - 2013-12-21,-64%,-73%
2013-12-22 - 2013-12-28,-69%,-77%
2013-12-29 - 2014-01-04,-70%,-78%
2014-01-05 - 2014-01-11,-64%,-73%
2014-01-12 - 2014-01-18,-61%,-63%
2014-01-19 - 2014-01-25,-61%,-64%
2014-01-26 - 2014-02-01,-62%,-70%
2014-02-02 - 2014-02-08,-64%,-70%
2014-02-09 - 2014-02-15,-61%,-70%
2014-02-16 - 2014-02-22,-61%,-70%
2014-02-23 - 2014-03-01,-61%,-70%
2014-03-02 - 2014-03-08,-61%,-70%
2014-03-09 - 2014-03-15,-60%,-71%
2014-03-16 - 2014-03-22,-62%,-70%
2014-03-23 - 2014-03-29,-61%,-70%
2014-03-30 - 2014-04-05,-61%,-71%
2014-04-06 - 2014-04-12,-61%,-71%
2014-04-13 - 2014-04-19,-62%,-69%
2014-04-20 - 2014-04-26,-61%,-69%
2014-04-27 - 2014-05-03,-64%,-70%
2014-05-04 - 2014-05-10,-61%,-71%
2014-05-11 - 2014-05-17,-61%,-71%
2014-05-18 - 2014-05-24,-62%,-72%
2014-05-25 - 2014-05-31,-65%,-73%
2014-06-01 - 2014-06-07,-62%,-71%
2014-06-08 - 2014-06-14,-64%,-73%
2014-06-15 - 2014-06-21,-64%,-73%
2014-06-22 - 2014-06-28,-64%,-73%
2014-06-29 - 2014-07-05,-66%,-73%
2014-07-06 - 2014-07-12,-65%,-73%
2014-07-13 - 2014-07-19,-64%,-70%
2014-07-20 - 2014-07-26,-64%,-71%
2014-07-27 - 2014-08-02,-66%,-73%
2014-08-03 - 2014-08-09,-62%,-71%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for java
Region,java
India,100
Bangladesh,78
Sri Lanka,65
Cuba,54
Hong Kong,50
Madagascar,50
Singapore,46
Botswana,46
China,45
Norway,44
Ethiopia,44
Denmark,44
Cameroon,42
Germany,40
Philippines,39
Togo,38
Rwanda,37
Uganda,36
Czech Republic,36
Luxembourg,35
Benin,35
Costa Rica,35
Nepal,35
Japan,34
Kenya,34
Austria,33
Bolivia,33
Mexico,33
Finland,33
Pakistan,33
Nigeria,33
Taiwan,32
Switzerland,32
Faroe Islands,32
Mozambique,32
Portugal,32
Estonia,31
Malta,31
Ghana,30
Mongolia,30
United States,30
Brazil,30
Tunisia,30
Sweden,30
South Korea,29
Congo (DRC),29
South Africa,29
Poland,29
Haiti,28
Romania,28
Burkina Faso,28
Canada,27
Mali,27
Spain,27
Israel,27
Zambia,27
Belgium,27
Indonesia,26
Colombia,26
Hungary,26
Malawi,26
Mauritius,26
Guatemala,26
Macau,26
Peru,26
Gibraltar,26
El Salvador,25
Nicaragua,25
Morocco,25
Netherlands,25
Ireland,25
Myanmar (Burma),25
Zimbabwe,24
Liechtenstein,24
Senegal,24
Cambodia,24
Italy,24
Côte d’Ivoire,23
Iceland,23
Andorra,23
Malaysia,23
Tanzania,22
Jamaica,22
Namibia,22
Slovenia,22
Guyana,22
Lithuania,22
Macedonia (FYROM),22
Australia,22
France,22
Belarus,22
Chile,21
United Kingdom,21
Honduras,21
Latvia,21
Ecuador,21
Uruguay,21
Uzbekistan,21
Papua New Guinea,20
Trinidad and Tobago,20
Monaco,20
New Zealand,20
Lebanon,20
Belize,20
Gabon,19
Iran,19
Greece,19
Laos,19
Panama,19
Serbia,19
Croatia,19
Mauritania,19
Slovakia,18
Paraguay,18
Fiji,18
Angola,17
Argentina,17
Venezuela,17
Barbados,17
Maldives,17
Dominican Republic,17
Bulgaria,17
Cyprus,17
Bosnia and Herzegovina,17
Syria,17
Algeria,16
Turkey,16
Brunei,16
Puerto Rico,16
Afghanistan,16
Ukraine,16
Egypt,15
Russia,15
Sudan,15
United Arab Emirates,15
Moldova,15
Qatar,15
Thailand,15
Aruba,14
Jordan,14
Palestine,14
Suriname,14
Albania,14
Bahrain,13
French Polynesia,13
Kuwait,13
Oman,13
Montenegro,12
Armenia,12
Saint Helena,12
Guam,12
Martinique,12
New Caledonia,12
Vietnam,12
Georgia,12
Kosovo,11
Bahamas,11
Yemen,11
Kyrgyzstan,10
Guadeloupe,10
Saudi Arabia,10
Réunion,10
Azerbaijan,9
Kazakhstan,9
Iraq,7
Libya,6


Top cities for java
City,java
Bangalore (India),100
Chennai (India),86
Hyderabad (India),80
Pune (India),56
Mumbai (India),56
New Delhi (India),51
Beijing (China),48
Shanghai (China),36
Singapore (Singapore),32
Mexico City (Mexico),28
Seoul (South Korea),25
Frankfurt (Germany),23
Vienna (Austria),23
Madrid (Spain),22
São Paulo (Brazil),21



Top searches for java
download java,100
java string,40
java script,25
java update,20
java tutorial,20
java api,20
javascript,20
java runtime,15
jdk,15
java jdk,15
java 7,15
java file,15
java sun,15
game java,15
java 6,15
eclipse,10
get java,10
flash player,10
java programming,10
java date,10
netbeans,10
java list,10
java array,10
java thread,10
applet java,10
jre,10
java version,10
java jre,10
java test,5
java set,5
java runtime environment,5
descargar java,5
java 1.6,5
java virtual machine,5
java exception,5
java 1.5,5
java se,5
java sdk,5
64 bit java,5
java application,5
java jdk download,5
java software,5
java enum,5
java interface,5
java 7 download,5
java install,5
switch java,5
java socket,5
java chat,5
java interview questions,5



Rising searches for java
java 7,+3,000%
flash player,+2,500%
java 6,+1,250%
java update,+700%
netbeans,+300%
game java,+160%
java jdk,+110%
java list,+110%
jdk,+110%
eclipse,+90%



