Web Search interest: windows
Worldwide; 2004 - present

Interest over time
Week,windows
2007-02-04 - 2007-02-10,-28%,-41%
2007-02-11 - 2007-02-17,-30%,-45%
2007-02-18 - 2007-02-24,-32%,-45%
2007-02-25 - 2007-03-03,-32%,-45%
2007-03-04 - 2007-03-10,-30%,-45%
2007-03-11 - 2007-03-17,-28%,-45%
2007-03-18 - 2007-03-24,-30%,-45%
2007-03-25 - 2007-03-31,-31%,-45%
2007-04-01 - 2007-04-07,-32%,-45%
2007-04-08 - 2007-04-14,-33%,-45%
2007-04-15 - 2007-04-21,-31%,-45%
2007-04-22 - 2007-04-28,-32%,-45%
2007-04-29 - 2007-05-05,-36%,-50%
2007-05-06 - 2007-05-12,-32%,-50%
2007-05-13 - 2007-05-19,-31%,-50%
2007-05-20 - 2007-05-26,-31%,-50%
2007-05-27 - 2007-06-02,-30%,-45%
2007-06-03 - 2007-06-09,-30%,-50%
2007-06-10 - 2007-06-16,-33%,-50%
2007-06-17 - 2007-06-23,-33%,-50%
2007-06-24 - 2007-06-30,-32%,-50%
2007-07-01 - 2007-07-07,-33%,-50%
2007-07-08 - 2007-07-14,-33%,-45%
2007-07-15 - 2007-07-21,-34%,-45%
2007-07-22 - 2007-07-28,-35%,-45%
2007-07-29 - 2007-08-04,-36%,-50%
2007-08-05 - 2007-08-11,-35%,-45%
2007-08-12 - 2007-08-18,-39%,-50%
2007-08-19 - 2007-08-25,-36%,-50%
2007-08-26 - 2007-09-01,-36%,-50%
2007-09-02 - 2007-09-08,-36%,-50%
2007-09-09 - 2007-09-15,-36%,-50%
2007-09-16 - 2007-09-22,-35%,-50%
2007-09-23 - 2007-09-29,-35%,-50%
2007-09-30 - 2007-10-06,-36%,-55%
2007-10-07 - 2007-10-13,-34%,-50%
2007-10-14 - 2007-10-20,-34%,-50%
2007-10-21 - 2007-10-27,-34%,-50%
2007-10-28 - 2007-11-03,-34%,-50%
2007-11-04 - 2007-11-10,-35%,-55%
2007-11-11 - 2007-11-17,-34%,-50%
2007-11-18 - 2007-11-24,-31%,-50%
2007-11-25 - 2007-12-01,-26%,-45%
2007-12-02 - 2007-12-08,-30%,-50%
2007-12-09 - 2007-12-15,-37%,-55%
2007-12-16 - 2007-12-22,-40%,-55%
2007-12-23 - 2007-12-29,-50%,-59%
2007-12-30 - 2008-01-05,-51%,-59%
2008-01-06 - 2008-01-12,-40%,-55%
2008-01-13 - 2008-01-19,-41%,-55%
2008-01-20 - 2008-01-26,-40%,-50%
2008-01-27 - 2008-02-02,-41%,-50%
2008-02-03 - 2008-02-09,-41%,-50%
2008-02-10 - 2008-02-16,-41%,-55%
2008-02-17 - 2008-02-23,-37%,-50%
2008-02-24 - 2008-03-01,-37%,-55%
2008-03-02 - 2008-03-08,-40%,-50%
2008-03-09 - 2008-03-15,-39%,-50%
2008-03-16 - 2008-03-22,-41%,-55%
2008-03-23 - 2008-03-29,-42%,-55%
2008-03-30 - 2008-04-05,-40%,-50%
2008-04-06 - 2008-04-12,-39%,-45%
2008-04-13 - 2008-04-19,-39%,-50%
2008-04-20 - 2008-04-26,-37%,-50%
2008-04-27 - 2008-05-03,-44%,-55%
2008-05-04 - 2008-05-10,-42%,-55%
2008-05-11 - 2008-05-17,-41%,-50%
2008-05-18 - 2008-05-24,-41%,-55%
2008-05-25 - 2008-05-31,-41%,-45%
2008-06-01 - 2008-06-07,-43%,-50%
2008-06-08 - 2008-06-14,-42%,-50%
2008-06-15 - 2008-06-21,-41%,-50%
2008-06-22 - 2008-06-28,-43%,-50%
2008-06-29 - 2008-07-05,-42%,-55%
2008-07-06 - 2008-07-12,-42%,-50%
2008-07-13 - 2008-07-19,-42%,-55%
2008-07-20 - 2008-07-26,-44%,-55%
2008-07-27 - 2008-08-02,-44%,-55%
2008-08-03 - 2008-08-09,-45%,-55%
2008-08-10 - 2008-08-16,-47%,-55%
2008-08-17 - 2008-08-23,-45%,-50%
2008-08-24 - 2008-08-30,-44%,-55%
2008-08-31 - 2008-09-06,-45%,-55%
2008-09-07 - 2008-09-13,-43%,-50%
2008-09-14 - 2008-09-20,-44%,-50%
2008-09-21 - 2008-09-27,-42%,-45%
2008-09-28 - 2008-10-04,-47%,-50%
2008-10-05 - 2008-10-11,-44%,-50%
2008-10-12 - 2008-10-18,-43%,-45%
2008-10-19 - 2008-10-25,-43%,-50%
2008-10-26 - 2008-11-01,-43%,-18%
2008-11-02 - 2008-11-08,-43%,-23%
2008-11-09 - 2008-11-15,-43%,-32%
2008-11-16 - 2008-11-22,-43%,-41%
2008-11-23 - 2008-11-29,-47%,-45%
2008-11-30 - 2008-12-06,-43%,-41%
2008-12-07 - 2008-12-13,-45%,-36%
2008-12-14 - 2008-12-20,-48%,-36%
2008-12-21 - 2008-12-27,-53%,-36%
2008-12-28 - 2009-01-03,-58%,-9%
2009-01-04 - 2009-01-10,-43%,+132%
2009-01-11 - 2009-01-17,-41%,+141%
2009-01-18 - 2009-01-24,-44%,+45%
2009-01-25 - 2009-01-31,-47%,+23%
2009-02-01 - 2009-02-07,-44%,+14%
2009-02-08 - 2009-02-14,-44%,+9%
2009-02-15 - 2009-02-21,-42%,-5%
2009-02-22 - 2009-02-28,-43%,-5%
2009-03-01 - 2009-03-07,-43%,-5%
2009-03-08 - 2009-03-14,-43%,+0%
2009-03-15 - 2009-03-21,-43%,+0%
2009-03-22 - 2009-03-28,-43%,-5%
2009-03-29 - 2009-04-04,-43%,-5%
2009-04-05 - 2009-04-11,-45%,+5%
2009-04-12 - 2009-04-18,-44%,+0%
2009-04-19 - 2009-04-25,-44%,-5%
2009-04-26 - 2009-05-02,-47%,+18%
2009-05-03 - 2009-05-09,-45%,+91%
2009-05-10 - 2009-05-16,-43%,+50%
2009-05-17 - 2009-05-23,-44%,+27%
2009-05-24 - 2009-05-30,-48%,+23%
2009-05-31 - 2009-06-06,-45%,+27%
2009-06-07 - 2009-06-13,-45%,+27%
2009-06-14 - 2009-06-20,-45%,+18%
2009-06-21 - 2009-06-27,-48%,+32%
2009-06-28 - 2009-07-04,-50%,+36%
2009-07-05 - 2009-07-11,-48%,+36%
2009-07-12 - 2009-07-18,-47%,+64%
2009-07-19 - 2009-07-25,-49%,+45%
2009-07-26 - 2009-08-01,-48%,+50%
2009-08-02 - 2009-08-08,-48%,+50%
2009-08-09 - 2009-08-15,-49%,+55%
2009-08-16 - 2009-08-22,-47%,+59%
2009-08-23 - 2009-08-29,-48%,+50%
2009-08-30 - 2009-09-05,-47%,+55%
2009-09-06 - 2009-09-12,-48%,+50%
2009-09-13 - 2009-09-19,-48%,+64%
2009-09-20 - 2009-09-26,-49%,+64%
2009-09-27 - 2009-10-03,-50%,+68%
2009-10-04 - 2009-10-10,-47%,+86%
2009-10-11 - 2009-10-17,-48%,+109%
2009-10-18 - 2009-10-24,-40%,+355%
2009-10-25 - 2009-10-31,-40%,+309%
2009-11-01 - 2009-11-07,-43%,+227%
2009-11-08 - 2009-11-14,-44%,+191%
2009-11-15 - 2009-11-21,-44%,+168%
2009-11-22 - 2009-11-28,-47%,+150%
2009-11-29 - 2009-12-05,-48%,+132%
2009-12-06 - 2009-12-12,-47%,+136%
2009-12-13 - 2009-12-19,-49%,+127%
2009-12-20 - 2009-12-26,-53%,+150%
2009-12-27 - 2010-01-02,-58%,+159%
2010-01-03 - 2010-01-09,-52%,+132%
2010-01-10 - 2010-01-16,-49%,+123%
2010-01-17 - 2010-01-23,-48%,+132%
2010-01-24 - 2010-01-30,-48%,+127%
2010-01-31 - 2010-02-06,-48%,+118%
2010-02-07 - 2010-02-13,-49%,+114%
2010-02-14 - 2010-02-20,-49%,+132%
2010-02-21 - 2010-02-27,-47%,+141%
2010-02-28 - 2010-03-06,-47%,+155%
2010-03-07 - 2010-03-13,-48%,+123%
2010-03-14 - 2010-03-20,-49%,+109%
2010-03-21 - 2010-03-27,-48%,+105%
2010-03-28 - 2010-04-03,-50%,+109%
2010-04-04 - 2010-04-10,-49%,+109%
2010-04-11 - 2010-04-17,-47%,+109%
2010-04-18 - 2010-04-24,-48%,+100%
2010-04-25 - 2010-05-01,-49%,+91%
2010-05-02 - 2010-05-08,-50%,+91%
2010-05-09 - 2010-05-15,-48%,+91%
2010-05-16 - 2010-05-22,-48%,+105%
2010-05-23 - 2010-05-29,-51%,+91%
2010-05-30 - 2010-06-05,-49%,+95%
2010-06-06 - 2010-06-12,-49%,+91%
2010-06-13 - 2010-06-19,-50%,+82%
2010-06-20 - 2010-06-26,-50%,+86%
2010-06-27 - 2010-07-03,-53%,+82%
2010-07-04 - 2010-07-10,-55%,+73%
2010-07-11 - 2010-07-17,-55%,+82%
2010-07-18 - 2010-07-24,-52%,+86%
2010-07-25 - 2010-07-31,-53%,+91%
2010-08-01 - 2010-08-07,-53%,+91%
2010-08-08 - 2010-08-14,-53%,+86%
2010-08-15 - 2010-08-21,-53%,+91%
2010-08-22 - 2010-08-28,-53%,+91%
2010-08-29 - 2010-09-04,-53%,+86%
2010-09-05 - 2010-09-11,-53%,+91%
2010-09-12 - 2010-09-18,-53%,+86%
2010-09-19 - 2010-09-25,-53%,+86%
2010-09-26 - 2010-10-02,-51%,+82%
2010-10-03 - 2010-10-09,-51%,+82%
2010-10-10 - 2010-10-16,-51%,+91%
2010-10-17 - 2010-10-23,-51%,+91%
2010-10-24 - 2010-10-30,-51%,+91%
2010-10-31 - 2010-11-06,-53%,+82%
2010-11-07 - 2010-11-13,-52%,+82%
2010-11-14 - 2010-11-20,-52%,+82%
2010-11-21 - 2010-11-27,-53%,+77%
2010-11-28 - 2010-12-04,-55%,+73%
2010-12-05 - 2010-12-11,-53%,+77%
2010-12-12 - 2010-12-18,-53%,+73%
2010-12-19 - 2010-12-25,-58%,+82%
2010-12-26 - 2011-01-01,-61%,+95%
2011-01-02 - 2011-01-08,-57%,+86%
2011-01-09 - 2011-01-15,-55%,+82%
2011-01-16 - 2011-01-22,-52%,+82%
2011-01-23 - 2011-01-29,-53%,+82%
2011-01-30 - 2011-02-05,-56%,+77%
2011-02-06 - 2011-02-12,-52%,+82%
2011-02-13 - 2011-02-19,-53%,+73%
2011-02-20 - 2011-02-26,-55%,+82%
2011-02-27 - 2011-03-05,-53%,+77%
2011-03-06 - 2011-03-12,-55%,+77%
2011-03-13 - 2011-03-19,-55%,+68%
2011-03-20 - 2011-03-26,-55%,+73%
2011-03-27 - 2011-04-02,-53%,+73%
2011-04-03 - 2011-04-09,-53%,+68%
2011-04-10 - 2011-04-16,-51%,+73%
2011-04-17 - 2011-04-23,-55%,+73%
2011-04-24 - 2011-04-30,-56%,+68%
2011-05-01 - 2011-05-07,-57%,+64%
2011-05-08 - 2011-05-14,-55%,+68%
2011-05-15 - 2011-05-21,-55%,+64%
2011-05-22 - 2011-05-28,-53%,+73%
2011-05-29 - 2011-06-04,-56%,+68%
2011-06-05 - 2011-06-11,-56%,+68%
2011-06-12 - 2011-06-18,-55%,+73%
2011-06-19 - 2011-06-25,-55%,+77%
2011-06-26 - 2011-07-02,-57%,+68%
2011-07-03 - 2011-07-09,-58%,+68%
2011-07-10 - 2011-07-16,-56%,+68%
2011-07-17 - 2011-07-23,-57%,+73%
2011-07-24 - 2011-07-30,-56%,+73%
2011-07-31 - 2011-08-06,-58%,+73%
2011-08-07 - 2011-08-13,-57%,+77%
2011-08-14 - 2011-08-20,-58%,+77%
2011-08-21 - 2011-08-27,-57%,+68%
2011-08-28 - 2011-09-03,-58%,+68%
2011-09-04 - 2011-09-10,-59%,+64%
2011-09-11 - 2011-09-17,-55%,+82%
2011-09-18 - 2011-09-24,-56%,+73%
2011-09-25 - 2011-10-01,-56%,+64%
2011-10-02 - 2011-10-08,-58%,+68%
2011-10-09 - 2011-10-15,-56%,+68%
2011-10-16 - 2011-10-22,-55%,+64%
2011-10-23 - 2011-10-29,-56%,+64%
2011-10-30 - 2011-11-05,-57%,+59%
2011-11-06 - 2011-11-12,-56%,+59%
2011-11-13 - 2011-11-19,-57%,+59%
2011-11-20 - 2011-11-26,-57%,+55%
2011-11-27 - 2011-12-03,-57%,+59%
2011-12-04 - 2011-12-10,-57%,+55%
2011-12-11 - 2011-12-17,-56%,+59%
2011-12-18 - 2011-12-24,-60%,+59%
2011-12-25 - 2011-12-31,-65%,+68%
2012-01-01 - 2012-01-07,-61%,+59%
2012-01-08 - 2012-01-14,-59%,+64%
2012-01-15 - 2012-01-21,-59%,+59%
2012-01-22 - 2012-01-28,-59%,+55%
2012-01-29 - 2012-02-04,-58%,+55%
2012-02-05 - 2012-02-11,-58%,+50%
2012-02-12 - 2012-02-18,-57%,+50%
2012-02-19 - 2012-02-25,-57%,+50%
2012-02-26 - 2012-03-03,-58%,+64%
2012-03-04 - 2012-03-10,-57%,+59%
2012-03-11 - 2012-03-17,-57%,+50%
2012-03-18 - 2012-03-24,-58%,+50%
2012-03-25 - 2012-03-31,-57%,+50%
2012-04-01 - 2012-04-07,-59%,+55%
2012-04-08 - 2012-04-14,-58%,+50%
2012-04-15 - 2012-04-21,-57%,+50%
2012-04-22 - 2012-04-28,-58%,+45%
2012-04-29 - 2012-05-05,-60%,+45%
2012-05-06 - 2012-05-12,-58%,+41%
2012-05-13 - 2012-05-19,-58%,+50%
2012-05-20 - 2012-05-26,-56%,+50%
2012-05-27 - 2012-06-02,-59%,+45%
2012-06-03 - 2012-06-09,-58%,+50%
2012-06-10 - 2012-06-16,-59%,+45%
2012-06-17 - 2012-06-23,-59%,+45%
2012-06-24 - 2012-06-30,-59%,+50%
2012-07-01 - 2012-07-07,-61%,+50%
2012-07-08 - 2012-07-14,-60%,+50%
2012-07-15 - 2012-07-21,-61%,+50%
2012-07-22 - 2012-07-28,-60%,+45%
2012-07-29 - 2012-08-04,-61%,+45%
2012-08-05 - 2012-08-11,-60%,+55%
2012-08-12 - 2012-08-18,-62%,+55%
2012-08-19 - 2012-08-25,-60%,+59%
2012-08-26 - 2012-09-01,-60%,+59%
2012-09-02 - 2012-09-08,-59%,+59%
2012-09-09 - 2012-09-15,-58%,+55%
2012-09-16 - 2012-09-22,-58%,+55%
2012-09-23 - 2012-09-29,-59%,+50%
2012-09-30 - 2012-10-06,-59%,+50%
2012-10-07 - 2012-10-13,-59%,+55%
2012-10-14 - 2012-10-20,-60%,+50%
2012-10-21 - 2012-10-27,-59%,+64%
2012-10-28 - 2012-11-03,-60%,+68%
2012-11-04 - 2012-11-10,-59%,+59%
2012-11-11 - 2012-11-17,-60%,+55%
2012-11-18 - 2012-11-24,-61%,+55%
2012-11-25 - 2012-12-01,-60%,+55%
2012-12-02 - 2012-12-08,-60%,+45%
2012-12-09 - 2012-12-15,-60%,+45%
2012-12-16 - 2012-12-22,-62%,+45%
2012-12-23 - 2012-12-29,-69%,+50%
2012-12-30 - 2013-01-05,-68%,+45%
2013-01-06 - 2013-01-12,-61%,+50%
2013-01-13 - 2013-01-19,-59%,+50%
2013-01-20 - 2013-01-26,-59%,+50%
2013-01-27 - 2013-02-02,-60%,+50%
2013-02-03 - 2013-02-09,-60%,+41%
2013-02-10 - 2013-02-16,-61%,+45%
2013-02-17 - 2013-02-23,-60%,+45%
2013-02-24 - 2013-03-02,-60%,+45%
2013-03-03 - 2013-03-09,-59%,+45%
2013-03-10 - 2013-03-16,-60%,+45%
2013-03-17 - 2013-03-23,-59%,+41%
2013-03-24 - 2013-03-30,-62%,+41%
2013-03-31 - 2013-04-06,-61%,+36%
2013-04-07 - 2013-04-13,-60%,+45%
2013-04-14 - 2013-04-20,-60%,+41%
2013-04-21 - 2013-04-27,-60%,+36%
2013-04-28 - 2013-05-04,-64%,+36%
2013-05-05 - 2013-05-11,-62%,+32%
2013-05-12 - 2013-05-18,-60%,+32%
2013-05-19 - 2013-05-25,-61%,+32%
2013-05-26 - 2013-06-01,-62%,+32%
2013-06-02 - 2013-06-08,-60%,+32%
2013-06-09 - 2013-06-15,-61%,+32%
2013-06-16 - 2013-06-22,-61%,+32%
2013-06-23 - 2013-06-29,-61%,+32%
2013-06-30 - 2013-07-06,-62%,+32%
2013-07-07 - 2013-07-13,-62%,+32%
2013-07-14 - 2013-07-20,-64%,+41%
2013-07-21 - 2013-07-27,-64%,+32%
2013-07-28 - 2013-08-03,-64%,+32%
2013-08-04 - 2013-08-10,-65%,+32%
2013-08-11 - 2013-08-17,-64%,+36%
2013-08-18 - 2013-08-24,-64%,+36%
2013-08-25 - 2013-08-31,-62%,+41%
2013-09-01 - 2013-09-07,-62%,+36%
2013-09-08 - 2013-09-14,-61%,+36%
2013-09-15 - 2013-09-21,-62%,+41%
2013-09-22 - 2013-09-28,-61%,+36%
2013-09-29 - 2013-10-05,-61%,+36%
2013-10-06 - 2013-10-12,-60%,+41%
2013-10-13 - 2013-10-19,-60%,+45%
2013-10-20 - 2013-10-26,-61%,+41%
2013-10-27 - 2013-11-02,-62%,+36%
2013-11-03 - 2013-11-09,-61%,+36%
2013-11-10 - 2013-11-16,-60%,+41%
2013-11-17 - 2013-11-23,-60%,+36%
2013-11-24 - 2013-11-30,-62%,+32%
2013-12-01 - 2013-12-07,-62%,+32%
2013-12-08 - 2013-12-14,-61%,+32%
2013-12-15 - 2013-12-21,-64%,+32%
2013-12-22 - 2013-12-28,-69%,+32%
2013-12-29 - 2014-01-04,-70%,+27%
2014-01-05 - 2014-01-11,-64%,+41%
2014-01-12 - 2014-01-18,-61%,+45%
2014-01-19 - 2014-01-25,-61%,+41%
2014-01-26 - 2014-02-01,-62%,+36%
2014-02-02 - 2014-02-08,-64%,+32%
2014-02-09 - 2014-02-15,-61%,+32%
2014-02-16 - 2014-02-22,-61%,+36%
2014-02-23 - 2014-03-01,-61%,+32%
2014-03-02 - 2014-03-08,-61%,+32%
2014-03-09 - 2014-03-15,-60%,+36%
2014-03-16 - 2014-03-22,-62%,+36%
2014-03-23 - 2014-03-29,-61%,+36%
2014-03-30 - 2014-04-05,-61%,+36%
2014-04-06 - 2014-04-12,-61%,+45%
2014-04-13 - 2014-04-19,-62%,+41%
2014-04-20 - 2014-04-26,-61%,+36%
2014-04-27 - 2014-05-03,-64%,+36%
2014-05-04 - 2014-05-10,-61%,+27%
2014-05-11 - 2014-05-17,-61%,+27%
2014-05-18 - 2014-05-24,-62%,+27%
2014-05-25 - 2014-05-31,-65%,+23%
2014-06-01 - 2014-06-07,-62%,+23%
2014-06-08 - 2014-06-14,-64%,+23%
2014-06-15 - 2014-06-21,-64%,+23%
2014-06-22 - 2014-06-28,-64%,+23%
2014-06-29 - 2014-07-05,-66%,+18%
2014-07-06 - 2014-07-12,-65%,+27%
2014-07-13 - 2014-07-19,-64%,+23%
2014-07-20 - 2014-07-26,-64%,+23%
2014-07-27 - 2014-08-02,-66%,+23%
2014-08-03 - 2014-08-09,-62%,+27%
2014-08-10 - 2014-08-16, , 
2014-08-17 - 2014-08-23, , 
2014-08-24 - 2014-08-30, , 
2014-08-31 - 2014-09-06, , 


Top regions for windows
Region,windows
Nepal,100
Bhutan,97
Cuba,93
Cape Verde,89
India,89
Sri Lanka,84
Honduras,80
Nicaragua,75
Bangladesh,75
Philippines,73
Maldives,72
El Salvador,70
Pakistan,69
Guatemala,68
Botswana,68
St. Vincent & Grenadines,68
Guyana,68
Togo,66
Laos,65
Dominican Republic,63
Rwanda,62
Chile,62
Madagascar,61
Namibia,60
Ghana,60
Mozambique,60
Mongolia,58
Haiti,58
Afghanistan,58
Mauritius,58
Ecuador,57
Georgia,57
South Africa,56
Costa Rica,56
Jamaica,56
Paraguay,55
Papua New Guinea,54
Czech Republic,54
Angola,54
Mexico,53
Curaçao,53
Germany,53
Cambodia,53
Suriname,52
Uruguay,52
Saint Lucia,52
Zambia,52
Panama,51
Dominica,51
Estonia,50
Belize,50
Cameroon,49
Bolivia,49
Romania,49
Côte d’Ivoire,49
Armenia,49
Indonesia,49
Moldova,48
Latvia,48
Colombia,48
Ethiopia,48
Macedonia (FYROM),48
Brazil,47
Lebanon,47
Argentina,47
Fiji,45
Portugal,44
Zimbabwe,44
Hong Kong,44
Malawi,44
Benin,44
Trinidad and Tobago,44
Gabon,44
Antigua and Barbuda,43
Qatar,43
Tunisia,43
Uganda,43
Austria,42
United States,42
Singapore,42
United Arab Emirates,42
Myanmar (Burma),42
Peru,42
Liechtenstein,42
Kenya,41
Aruba,41
Spain,41
Burkina Faso,41
Bulgaria,41
Senegal,40
Netherlands,40
Barbados,40
Kosovo,40
Iceland,40
Greece,40
Hungary,40
Canada,40
Russia,39
Australia,39
Andorra,39
Norway,38
Cyprus,38
Lithuania,38
Serbia,38
Malaysia,38
Isle of Man,38
Switzerland,38
Venezuela,38
Congo (DRC),37
Albania,37
Ukraine,36
Sweden,36
Azerbaijan,36
Slovakia,36
Syria,36
Denmark,36
Bermuda,35
Malta,35
New Zealand,35
Belarus,34
Israel,34
Puerto Rico,34
United Kingdom,34
Guernsey,34
Luxembourg,33
Cayman Islands,33
Tanzania,33
Macau,33
Algeria,33
Croatia,32
French Polynesia,32
Egypt,32
Slovenia,32
Morocco,32
Oman,31
Belgium,31
Jordan,31
Brunei,31
Nigeria,31
Sudan,31
Bahamas,30
Mali,30
Jersey,30
Italy,30
Bahrain,30
Uzbekistan,30
French Guiana,30
Mauritania,29
Bosnia and Herzegovina,29
Poland,29
Taiwan,28
Montenegro,28
France,27
Finland,27
Iraq,27
Ireland,26
Kazakhstan,26
Kuwait,26
Réunion,25
Guam,25
Tajikistan,25
Thailand,25
Monaco,25
Guadeloupe,25
New Caledonia,25
Iran,24
Kyrgyzstan,23
Libya,23
Martinique,23
Saudi Arabia,23
Saint Helena,21
Yemen,21
China,21
South Korea,21
Japan,20
Palestine,18
Turkey,17
Vietnam,15


Top cities for windows
City,windows
Bangalore (India),100
Hyderabad (India),96
Chennai (India),81
New Delhi (India),64
Santiago (Chile),54
Mumbai (India),54
Pune (India),49
Frankfurt (Germany),46
Mexico City (Mexico),43
Bogotá (Colombia),43
São Paulo (Brazil),41
Berlin (Germany),40
Buenos Aires (Argentina),40
Singapore (Singapore),39
Rio de Janeiro (Brazil),38



Top searches for windows
windows 7,100
windows 7 download,15
windows 7 ultimate,5
windows 8,5
free windows 7,5
microsoft,5
windows 7 key,5
win 7,0
microsoft windows 7,0
descargar windows 7,0
windows 7 iso,0
windows 7 professional,0
windows 7 torrent,0
windows7,0
windows 7 usb,0
windows 7 starter,0
windows loader,0
crack windows 7,0
skype windows 7,0
windows 7 loader,0
windows 7 wallpaper,0
visual studio,0
windows 7 activation,0
windows 7 activator,0
winrar,0
windows 7 serial,0
windows update,0
winrar windows 7,0
java download,0
windows 9,0
windows installer,0
temas windows 7,0
net framework,0
windows ce,0
windows 8.1,0
skype download,0
windows sdk,0
pella windows,0
directx,0
windows 7 beta,0
java for windows,0
windows 7 phone,0
windows 7 upgrade,0
windows powershell,0
скачать windows 7,0
ativador windows 7,0
windows 7 taringa,0



Rising searches for windows
descargar windows 7,Breakout
free windows 7,Breakout
microsoft windows 7,Breakout
win 7,Breakout
windows 7,Breakout
windows 7 download,Breakout
windows 7 iso,Breakout
windows 7 key,Breakout
windows 7 professional,Breakout
windows 7 torrent,Breakout



